settlement_point,sp_type,lat,lon,match_method,match_confidence,matched_plant,matched_capacity_mw,station_description,owner_re,expected_mw,capacity_ratio,load_zone
HALO_RN1,RN,30.960219,-97.12452,owner_name,1.0,Orion III Solar Project,250.0,HALO SOLAR,BEN MILAM SOLAR 3 LLC | SB ENERGY DEVCO (US) INC,251.0,1.004,south
HAMI_BESS_RN,RN,29.376438,-100.848513,fuzzy_name,1.0,Hamilton BESS,9.9,,HEN INFRASTRUCTURE LLC 1,0.0,,west
HARLIN_1_RN,RN,26.206111,-97.70842,manual,1.0,SMT Harlingen II LLC,10.0,,HARLINGEN ESS ASSETS LLC | INFINITE GRID CAPITAL LLC,0.0,,south
HART_WND_RN,RN,34.378546,-102.053717,station_description,1.0,Hart Wind,166.4,HART WIND,HART WIND PROJECT LLC | NEXTERA ENERGY RESOURCES LLC,163.0,0.98,west
HAYSEN1_2,OTHER,29.7806,-97.9894,station_description,1.0,Hays Energy Project,989.0,HAYS ENERGY,HAYS ENERGY LLC | LUMINANT ENERGY COMPANY LLC,484.0,0.489,south
HAYSEN3_4,OTHER,29.7806,-97.9894,station_description,1.0,Hays Energy Project,989.0,HAYS ENERGY,HAYS ENERGY LLC | LUMINANT ENERGY COMPANY LLC,504.0,0.51,south
HDNLAKES_RN,RN,29.491904,-95.0332,manual,1.0,Hidden Lakes Reliability Project,220.0,HIDDEN LAKES TNP,,10.0,0.045,houston
HEADCAMP_RN,RN,30.916,-102.8553,manual,1.0,,0.0,HEADCAMP ENERGY STORAGE,MOMENTUM HEADCAMP LLC,153.0,,west
HEARN_RD_RN,RN,27.849367,-97.61106,owner_name,1.0,Regis Hearn,9.9,,REGIS HEARN LLC,0.0,,south
HELIOS_RN,RN,29.216667,-99.716111,manual,1.0,Ellis Solar LLC,0.0,DOWNIE RANCH SOLAR,CED ALAMO 5 LLC | RWE CLEAN ENERGY LLC,100.0,,south
HEN_RN,RN,29.4821,-95.6199,manual,1.0,,0.0,CROWNED HERON BESS,CROWNED HERON LLC | CROWNED HERON 2 LLC | RWE CLEAN ENERGY LLC,154.0,,houston
HHGT_KENDAL,OTHER,29.988020000000006,-98.88783,gridstatus,1.0,Horse Hollow Wind Energy Center,735.5,,HORSE HOLLOW GENERATION TIE LLC 5 | HORSE HOLLOW GENERATION TIE LLC | HORSE HOLLOW GENERATION TIE LLC 2 | HORSE HOLLOW GENERATION TIE LLC 3 | HORSE HOLLOW GENERATION TIE LLC 4,0.0,,south
HHOLLW2_WND1,OTHER,32.19904,-100.02353,gridstatus,1.0,Horse Hollow Wind Energy Center,735.5,HORSE HOLLOW 2,HORSE HOLLOW WIND II LLC | NEXTERA ENERGY RESOURCES LLC,184.0,0.25,west
HHOLLW3_WND1,OTHER,32.26953,-100.17709,gridstatus,1.0,Horse Hollow Wind Energy Center,735.5,HORSE HOLLOW 3,HORSE HOLLOW WIND III LLC,241.0,0.328,west
HHOLLW4_WND1,OTHER,32.265519999999995,-100.28452,gridstatus,1.0,Horse Hollow Wind Energy Center,735.5,HORSE HOLLOW 4,HORSE HOLLOW WIND IV LLC,115.0,0.156,west
HICK_G1_G2,OTHER,31.207988,-101.1108,gridstatus,1.0,Santa Rita Wind Energy,300.0,HICKMAN SUBSTATION | OVEJA WIND,SANTA RITA WIND ENERGY LLC 2 | SANTA RITA WIND ENERGY LLC | SANTA RITA EAST WIND ENERGY LLC,603.0,2.01,west
HI_LONEB_RN1,RN,31.171652,-101.881147,owner_name,1.0,High Lonesome Wind Power LLC Hybrid,562.8,,HIGH LONESOME STORAGE LLC | ENEL TRADING NORTH AMERICA LLC,0.0,,west
HI_LONE_ALL,OTHER,31.171652,-101.8811,manual,1.0,,0.0,HIGH LONESOME,HIGH LONESOME WIND POWER LLC | ENEL TRADING NORTH AMERICA LLC,500.0,,west
HKSN_SLR_ALL,OTHER,31.819958,-97.517494,station_description,1.0,BT Hickerson Solar LLC,310.0,HICKERSON SOLAR,BT HICKERSON SOLAR LLC | NEXTERA ENERGY RESOURCES LLC,312.0,1.006,north
HLSES_UNIT3,OTHER,32.7283,-97.2192,lmp_node_designation,1.0,Handley,1314.8,HANDLEY SES,CONSTELLATION HANDLEY POWER LLC | CONSTELLATION ENERGY GENERATION LLC,395.0,0.3,north
HLSES_UNIT4,OTHER,32.7283,-97.2192,lmp_node_designation,1.0,Handley,1314.8,HANDLEY SES,CONSTELLATION HANDLEY POWER LLC | CONSTELLATION ENERGY GENERATION LLC,435.0,0.331,north
HLSES_UNIT5,OTHER,32.7283,-97.2192,lmp_node_designation,1.0,Handley,1314.8,HANDLEY SES,CONSTELLATION HANDLEY POWER LLC | CONSTELLATION ENERGY GENERATION LLC,435.0,0.331,north
HLY_RN,RN,29.87404,-95.018244,owner_name,1.0,Citadel Battery Storage Plant,204.0,HOLY ESS,CITADEL BESS LLC | HABITAT ENERGY INC,210.0,1.029,houston
HMNG_ESS_RN,RN,33.32467,-97.31031,manual,1.0,,0.0,,KEY CAPTURE ENERGY LLC 4 | MERCURIA ENERGY AMERICA LLC,0.0,,north
HNY_COMB_RN,RN,28.192611,-97.757653,manual,1.0,,0.0,,HONEYCOMB SOLAR LLC | HONEYCOMB SOLAR HOLDCO LLC,0.0,,south
HOLCOMB_RN1,RN,28.03534,-99.361732,station_description,1.0,Holcomb (TX),9.9,HOLCOMB,HEN INFRASTRUCTURE LLC,10.0,1.01,south
HOLSTEIN_ALL,OTHER,32.104125,-100.162375,station_description,1.0,Holstein 1 Solar Farm,200.0,HOLSTEIN SOLAR FARM,226HC 8ME LLC,204.0,1.02,west
HOLZ_SLR_RN,RN,31.883,-102.1873,manual,1.0,,0.0,,GREATER BRYANT G SOLAR LLC,0.0,,west
HOL_ALL,OTHER,29.159228,-96.141572,owner_name,1.0,Red Tailed Hawk Solar LLC,360.0,HOLLYWOOD SOLAR,RED TAILED HAWK SOLAR LLC | ACCIONA ENERGY USA GLOBAL LLC,355.0,0.986,south
HONEY_WD_RN,RN,32.025195,-101.278981,gridstatus,1.0,Mesquite Wind Power LLC,200.0,,HONEY MESQUITE WIND FARM LLC | RWE CLEAN ENERGY LLC,0.0,,west
HOPKNSLR_ALL,OTHER,33.21732,-95.4621,station_description,1.0,Hopkins Energy LLC,250.0,HOPKINS SOLAR,HOPKINS ENERGY LLC | ENGIE ENERGY MARKETING NA INC SQ33,251.0,1.004,north
HORSCR_RN,RN,31.09331,-102.35964,station_description,1.0,Emerald Grove,108.0,EMERALD GROVE SOLAR,EMERALD GROVE SOLAR LLC | LUMINANT ENERGY COMPANY LLC,110.0,1.019,west
HORSECRK_RN,RN,33.35,-99.54,lmp_node_designation,1.0,Horse Creek Wind Farm,230.0,HORSE CREEK WIND,HORSE CREEK WIND LLC,237.0,1.03,west
HOUSEMTN_RN,RN,30.495668,-103.450965,station_description,1.0,House Mountain,73.2,HOUSE MOUNTAIN,HOUSE MOUNTAIN LLC,62.0,0.847,west
HOVEY_GEN,OTHER,30.96,-103.35,owner_name,1.0,Barilla Solar,30.2,HOVEY,BARILLA SOLAR LLC,29.0,0.96,west
HRBESS_BESS,OTHER,31.031247,-103.46256,manual,1.0,Hoef's Road Storage,2.0,HOEFSROAD BESS,,2.0,1.0,west
HRFDWIND_ALL,OTHER,34.72,-102.2533,gridstatus,1.0,TX Hereford Wind,200.0,HEREFORD WIND,TX JUMBO ROAD WIND LLC | TX HEREFORD WIND LLC | EDF TRADING NORTH AMERICA INC,500.0,2.5,west
HRMS_SLR_RN,RN,30.989842,-97.14982,manual,1.0,,0.0,,BELL 1 STORAGE LLC | BELL 1 SOLAR LLC,0.0,,south
HRNT_SLR_RN,RN,34.405874,-101.57666,gridstatus,1.0,Hornet Solar (TX),600.0,HORNET SOLAR,HORNET SOLAR LLC,603.0,1.005,west
HRZN_SLR_UN1,OTHER,28.9377,-99.10765,station_description,1.0,Horizon Solar,200.0,HORIZON SOLAR,HORIZON SOLAR LLC,204.0,1.02,south
HV_BESS1_RN,RN,30.38405,-97.900406,manual,1.0,,0.0,HIDDEN VALLEY,REGIS HIDDEN VALLEY LLC,10.0,,south
HWF_HWFG1,OTHER,32.7683,-99.4228,station_description,1.0,Hackberry Wind Farm,165.6,HACKBERRY WIND FARM,HACKBERRY WIND LLC | CITY OF AUSTIN DBA AUSTIN ENERGY,166.0,1.002,west
HWY6_RN,RN,30.440434,-96.13126,manual,1.0,,0.0,HIGHWAY 6,HWY 6 INFRA LLC,10.0,,north
HYDR_ESS_RN,RN,30.96629,-102.251245,manual,1.0,,0.0,,BRP INTERMEDIATECO I LLC | ENGIE ENERGY MARKETING NA INC,0.0,,west
H_HOLLO_WND1,OTHER,32.214024,-100.05712,station_description,1.0,Horse Hollow Wind Energy Center,735.5,HORSE HOLLOW 1,HORSE HOLLOW WIND I LLC | NEXTERA ENERGY RESOURCES LLC,230.0,0.313,west
IMP_RN1,RN,33.467803,-95.370856,lmp_node_designation,1.0,Impact Solar 1,198.5,IMPACT SOLAR,IMPACT SOLAR 1 LLC,199.0,1.003,north
INDNENR_1_RN,RN,30.9178,-102.0867,owner_name,1.0,Desert Sky,167.7,,DESERT SKY WIND FARM LLC,0.0,,west
INDNENR_2_RN,RN,30.9178,-102.0867,owner_name,1.0,Desert Sky,167.7,,DESERT SKY WIND FARM LLC,0.0,,west
INDNNWP_RN,RN,30.931467,-102.201433,station_description,1.0,NWP Indian Mesa Wind Farm,82.5,INDIAN MESA NWP,INDIAN MESA WIND LLC,92.0,1.115,west
IND_INADALE1,OTHER,32.4969,-100.5797,lmp_node_designation,1.0,Inadale Wind Farm LLC Hybrid,206.9,INADALE,INADALE WIND FARM LLC | RWE CLEAN ENERGY LLC,197.0,0.952,west
INGLCOSW_CC1,PCCRN,27.882778,-97.242778,owner_name,1.0,Ingleside Cogeneration,517.0,,INGLESIDE COGENERATION LIMITED PARTNERSHIP | OCCIDENTAL ENERGY VENTURES CORP,0.0,,south
INGLCOSW_STG,OTHER,27.882778,-97.242778,owner_name,1.0,Ingleside Cogeneration,517.0,,INGLESIDE COGENERATION LIMITED PARTNERSHIP | OCCIDENTAL ENERGY VENTURES CORP,0.0,,south
INGLCOS_CTG1,OTHER,27.882778,-97.242778,owner_name,1.0,Ingleside Cogeneration,517.0,,INGLESIDE COGENERATION LIMITED PARTNERSHIP | OCCIDENTAL ENERGY VENTURES CORP,0.0,,south
INGLCOS_CTG2,OTHER,27.882778,-97.242778,owner_name,1.0,Ingleside Cogeneration,517.0,,INGLESIDE COGENERATION LIMITED PARTNERSHIP | OCCIDENTAL ENERGY VENTURES CORP,0.0,,south
INGLCO_PUN1,PUN,27.88363,-97.2468,manual,1.0,,0.0,,,0.0,,south
INGLCO_PUN2,PUN,27.880317,-97.247544,manual,1.0,,0.0,,,0.0,,south
INGLCO_PUN3,PUN,27.880317,-97.247544,manual,1.0,,0.0,,,0.0,,south
INKS_INKS_G1,OTHER,30.731599,-98.385422,station_description,1.0,Inks,15.0,INKS DAM,LOWER COLORADO RIVER AUTHORITY,15.0,1.0,south
INRT_W_ALL,OTHER,33.186882,-99.595332,station_description,1.0,Inertia Wind Project,301.0,INERTIA WIND,INERTIA ENERGY STORAGE LLC | NEXTERA ENERGY RESOURCES LLC | INERTIA WIND PROJECT LLC,302.0,1.003,west
JACKCNTY_CC1,PCCRN,33.101,-97.9574,lmp_node_designation,1.0,Jack County,1280.0,JACK COUNTY,JACK COUNTY POWER LLC | NRG TEXAS POWER LLC,719.0,0.562,north
JACKCNTY_CT1,OTHER,33.101,-97.9574,station_description,1.0,Jack County,1280.0,JACK COUNTY,JACK COUNTY POWER LLC | NRG TEXAS POWER LLC,199.0,0.155,north
JACKCNTY_CT2,OTHER,33.101,-97.9574,station_description,1.0,Jack County,1280.0,JACK COUNTY,JACK COUNTY POWER LLC | NRG TEXAS POWER LLC,199.0,0.155,north
JACKCNTY_STG,OTHER,33.101,-97.9574,lmp_node_designation,1.0,Jack County,1280.0,JACK COUNTY,JACK COUNTY POWER LLC | NRG TEXAS POWER LLC,321.0,0.251,north
JADE_SLR_ALL,OTHER,32.864883000000006,-101.0098,gridstatus,1.0,Lumina Solar Project,486.6,JADE SOLAR,IP LUMINA LLC | IPX POWER USA LLC,321.0,0.66,west
JAD_RN,RN,29.848372,-95.016398,station_description,1.0,Remy Jade Power Station,484.0,REMY JADE POWER STATION,REMY JADE GENERATING LLC | CPS ENERGY | REMY JADE II LLC,488.0,1.008,houston
JAG_SLR_RN,RN,31.59992,-96.970541,lmp_node_designation,1.0,PP Jaguar BESS LLC,300.0,,PP JAGUAR BESS LLC | LOWER COLORADO RIVER AUTHORITY | PP JAGUAR BESS LLC 1 | MITSUI AND CO ENERGY MARKETING AND SERVICES (USA) INC,0.0,,north
JAR_RN,RN,29.45566,-95.31001,owner_name,1.0,SMT Ironman Battery Storage Plant,304.0,JARVIS BESS,SMT IRONMAN BESS LLC | HABITAT ENERGY INC,307.0,1.01,houston
JAY_RN_1,OTHER,29.358425,-95.746388,station_description,1.0,Fighting Jays Solar Project,227.5,FIGHTING JAYS SOLAR,AP SOLAR 2 LLC,280.0,1.231,houston
JCKCNTY2_CC1,PCCRN,33.101,-97.9574,station_description,1.0,Jack County,1280.0,JACK COUNTY 2 PLANT,JACK COUNTY POWER LLC | NRG TEXAS POWER LLC,719.0,0.562,north
JCKCNTY2_CT3,OTHER,33.101,-97.9574,station_description,1.0,Jack County,1280.0,JACK COUNTY 2 PLANT,JACK COUNTY POWER LLC | NRG TEXAS POWER LLC,199.0,0.155,north
JCKCNTY2_CT4,OTHER,33.101,-97.9574,station_description,1.0,Jack County,1280.0,JACK COUNTY 2 PLANT,JACK COUNTY POWER LLC | NRG TEXAS POWER LLC,199.0,0.155,north
JCKCNTY2_ST2,OTHER,33.101,-97.9574,station_description,1.0,Jack County,1280.0,JACK COUNTY 2 PLANT,JACK COUNTY POWER LLC | NRG TEXAS POWER LLC,321.0,0.251,north
JC_BAT_RN,RN,30.300444,-98.398333,lmp_node_designation,1.0,Johnson City BESS,2.3,,PEDERNALES ELECTRIC COOPERATIVE INC | PEDERNALES ELECTRIC CO OP INC,0.0,,south
JDKNS_RN,RN,31.715592,-102.598106,station_description,1.0,Judkins BESS,9.9,JUDKINS,HEN INFRASTRUCTURE LLC 1,10.0,1.01,west
JKLP_SLR_RN,RN,27.932376000000005,-97.320378,gridstatus,1.0,Peacock Energy Project,150.0,,PEACOCK ENERGY PROJECT LLC,0.0,,south
JUNCTION_RN,RN,30.492453,-99.770197,station_description,1.0,Junction (TX),9.9,JUNCTION,HEN INFRASTRUCTURE LLC 1,10.0,1.01,south
JUNG_SLR_RN,RN,30.918736999999993,-97.121143,gridstatus,1.0,BT Jungmann,40.0,JUNGMANN SOLAR,BT JUNGMANN LLC,40.0,1.0,south
JUNORTH_RN,RN,30.516525,-99.767635,station_description,1.0,Junction BESS,9.9,JUNCTION NORTH,SBESS TX 5 LLC,10.0,1.01,south
JUNO_ALL,OTHER,32.778099999999995,-101.63226,gridstatus,1.0,Juno Solar Project,305.6,JUNO SOLAR,SE JUNO LLC | MITSUI AND CO ENERGY MARKETING AND SERVICES (USA) INC | SE JUNO LLC 2 | SB ENERGY DEVCO (US) INC,306.0,1.001,west
K2_DGR1_RN,RN,29.531649,-98.424157,manual,1.0,,0.0,NACDCHES,PRIME POWER SOLUTIONS LLC DBA LIFE CYCLE POWER,29.0,,south
K2_DGR2_RN,RN,29.531649,-98.424157,manual,1.0,,0.0,NACDCHES,PRIME POWER SOLUTIONS LLC DBA LIFE CYCLE POWER,29.0,,south
KARAKAW1_1,OTHER,28.170179,-97.817507,manual,1.0,Karankawa Wind LLC,307.1,KARANKAWA1 WIND FARM,KARANKAWA WIND LLC B | KARANKAWA WIND LLC,206.0,0.671,south
KARAKAW2_1,OTHER,28.170179,-97.817507,manual,1.0,Karankawa Wind LLC,307.1,KARANKAWA2 WIND FARM,KARANKAWA WIND LLC,100.0,0.326,south
KEECHI_U1,OTHER,33.143056,-98.161111,station_description,1.0,Keechi Wind,110.0,KEECHI WIND,KEECHI WIND LLC,110.0,1.0,north
KEG_RN,RN,26.1957,-98.2384,manual,1.0,,0.0,,SMT TX MANAGEMENT III LLC,0.0,,south
KELAMSL_U1,OTHER,32.4744,-95.7156,station_description,1.0,Kellam Solar,59.0,KELLAM SOLAR,BT KELLAM SOLAR LLC,60.0,1.017,north
KEO_KEO_SM1,OTHER,30.772575,-102.505808,station_description,1.0,Sherbino II,132.0,SHERBINO II WIND FARM,SHERBINO II WIND FARM LLC,132.0,1.0,west
KINGE_ALL,OTHER,31.2092,-102.2417,manual,1.0,,0.0,,KING MOUNTAIN UPTON WIND LLC NE | NEXTERA ENERGY RESOURCES LLC | KING MOUNTAIN UPTON WIND LLC SE,0.0,,west
KINGW_ALL,OTHER,31.2092,-102.2417,manual,1.0,,0.0,,KING MOUNTAIN UPTON WIND LLC NW | NEXTERA ENERGY RESOURCES LLC | KING MOUNTAIN UPTON WIND LLC SW,0.0,,west
KMCHI_CC1,PCCRN,34.6834,-95.9334,manual,1.0,,0.0,KIAMICHI ENERGY FACILITY,KIOWA POWER PARTNERS LLC,1376.0,,north
KMCHI_CC2,PCCRN,34.6834,-95.9334,manual,1.0,,0.0,KIAMICHI ENERGY FACILITY,KIOWA POWER PARTNERS LLC,1376.0,,north
KNAPP_RN,RN,32.691609,-101.052376,manual,1.0,,0.0,,KNAPP ESS ASSETS LLC,0.0,,west
LACASAWD_RN,RN,32.635105,-98.677196,station_description,1.0,La Casa Wind,150.0,LA CASA WIND,LA CASA WIND LLC | NEXTERA ENERGY RESOURCES LLC,148.0,0.987,west
LACY_CRK_ALL,OTHER,31.729906,-101.29894,station_description,1.0,Lacy Creek Wind Energy Center,301.3,LACY CREEK WIND,LACY CREEK WIND LLC | NEXTERA ENERGY RESOURCES LLC,301.0,0.999,west
LAMESASLR_G,OTHER,32.713325999999995,-101.8852,gridstatus,1.0,Lamesa Solar,102.0,LAMESA SOLAR,LAMESA SOLAR II LLC | BNB LAMESA SOLAR LLC,152.0,1.49,west
LANTANA_RN,RN,27.811833,-97.468555,manual,1.0,,0.0,LANTANA,AGGREKO MSR GRID PC2 LLC,10.0,,south
LAPETUS_U1,OTHER,32.460054,-102.672809,station_description,1.0,Lapetus,100.0,LAPETUS SOLAR,LAPETUS ENERGY PROJECT LLC,101.0,1.01,west
LARDVFTN_G4,OTHER,27.5667,-99.5089,station_description,1.0,Laredo,263.6,LAREDO ENERGY CENTER,CPS ENERGY,99.0,0.376,south
LARDVFTN_G5,OTHER,27.5667,-99.5089,station_description,1.0,Laredo,263.6,LAREDO ENERGY CENTER,CPS ENERGY,99.0,0.376,south
LASSO_GEN,OTHER,30.45512,-103.4747,owner_name,1.0,SolaireHolman Solar Project,50.0,LASSO,SOLAIREHOLMAN 1 LLC | ENGIE ENERGY MARKETING NA INC,50.0,1.0,west
LAUR_BESS_RN,RN,26.122657,-97.54733,manual,1.0,,0.0,,REGIS LAURELES LLC,0.0,,south
LBRA_BES1,OTHER,29.466592,-98.002839,owner_name,1.0,Libra Storage,236.3,,LIBRA STORAGE LLC | ENGIE ENERGY MARKETING NA INC SQ48,0.0,,south
LEAKEY_RN,RN,29.7449,-99.7618,manual,1.0,,0.0,,REGIS LEAKEY LLC,0.0,,south
LEG_LEG_G1,OTHER,31.4219,-96.2525,lmp_node_designation,1.0,Limestone,1849.8,LIMESTONE PLANT,NRG TEXAS POWER LLC,893.0,0.483,north
LEG_LEG_G2,OTHER,31.4219,-96.2525,lmp_node_designation,1.0,Limestone,1849.8,LIMESTONE PLANT,NRG TEXAS POWER LLC,957.0,0.517,north
LEONLCPCT1_2,OTHER,29.3525,-98.5761,lmp_node_designation,1.0,Leon Creek,229.6,LEON CREEK,CPS ENERGY,96.0,0.418,south
LEONLCPCT3_4,OTHER,29.3525,-98.5761,lmp_node_designation,1.0,Leon Creek,229.6,LEON CREEK,CPS ENERGY,96.0,0.418,south
LEON_SLR_RN,RN,31.431577000000004,-95.733433,gridstatus,1.0,Misae Solar,240.0,,MISAE SOLAR IV LLC,0.0,,north
LFSTH_RN,RN,31.291983,-94.724236,station_description,1.0,Lufkin South BESS,9.9,LUFKIN SOUTH,HEN INFRASTRUCTURE LLC 1,10.0,1.01,north
LGDRAW_S_ALL,OTHER,32.741383,-101.621793,station_description,1.0,ENGIE Long Draw Solar LLC,225.0,LONG DRAW SOLAR,ENGIE LONG DRAW SOLAR LLC | ENGIE ENERGY MARKETING NA INC,227.0,1.009,west
LGD_LANGFORD,OTHER,31.085435,-100.67882,station_description,1.0,Langford Wind Power,150.0,LANGFORD WIND POWER LLC,LANGFORD WIND POWER LLC | BOSTON ENERGY TRADING AND MARKETING LLC,160.0,1.067,west
LGE_CC1,PCCRN,27.88929,-97.258417,owner_name,1.0,Gregory Power Plant,469.8,LGE,GREGORY POWER PARTNERS LLC | NRG TEXAS POWER LLC,470.0,1.0,south
LGE_LGE_GT1,OTHER,27.88929,-97.258417,lmp_node_designation,1.0,Gregory Power Plant,469.8,LGE,GREGORY POWER PARTNERS LLC | NRG TEXAS POWER LLC,185.0,0.394,south
LGE_LGE_GT2,OTHER,27.88929,-97.258417,lmp_node_designation,1.0,Gregory Power Plant,469.8,LGE,GREGORY POWER PARTNERS LLC | NRG TEXAS POWER LLC,185.0,0.394,south
LGE_LGE_STG,OTHER,27.88929,-97.258417,lmp_node_designation,1.0,Gregory Power Plant,469.8,LGE,GREGORY POWER PARTNERS LLC | NRG TEXAS POWER LLC,100.0,0.213,south
LGW_UNIT_ALL,OTHER,31.8225,-98.690556,station_description,1.0,Logans Gap Wind LLC,200.1,LOGANS GAP WIND LLC,LOGANS GAP WIND LLC,210.0,1.049,north
LHM_CVC_G4,OTHER,29.836952,-95.121744,lmp_node_designation,1.0,Channelview Cogeneration Plant,918.3,,EIF CHANNELVIEW COGENERATION LLC,0.0,,houston
LHM_PUN1,PUN,29.836952,-95.121744,owner_name,1.0,Channelview Cogeneration Plant,918.3,,EIF CHANNELVIEW COGENERATION LLC,0.0,,houston
LHM_PUN2,PUN,29.836952,-95.121744,owner_name,1.0,Channelview Cogeneration Plant,918.3,,EIF CHANNELVIEW COGENERATION LLC,0.0,,houston
LHORN_N_U1_2,OTHER,34.311111,-101.251111,station_description,1.0,Longhorn Wind,200.0,LONGHORN WIND PROJECT,LONGHORN WIND PROJECT LLC | CONSTELLATION ENERGY GENERATION LLC,200.0,1.0,west
LHSES_UNIT1,OTHER,32.8358,-96.5458,station_description,1.0,Lake Hubbard,927.5,LAKE HUBBARD SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,397.0,0.428,north
LHSES_UNIT2,OTHER,32.8358,-96.5458,station_description,1.0,Lake Hubbard,927.5,LAKE HUBBARD SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,531.0,0.573,north
LIGSW_RN,RN,32.81479,-97.025,station_description,1.0,Liggett Switch,10.0,LIGGETT SWITCH,ESTX PLD ARLINGTON1 LLC,10.0,1.0,north
LIG_RN,RN,29.88193,-95.11148,owner_name,1.0,SJRR (LIG),100.0,LIG,SJRR POWER LLC | NRG TEXAS POWER LLC,122.0,1.22,houston
LILY_RN,RN,32.533273,-96.428985,station_description,1.0,Lily Solar Hybrid,201.89999999999998,LILY SOLAR AND STORAGE,LILY SOLAR LLC | ENEL TRADING NORTH AMERICA LLC,148.0,0.733,north
LK_RN,RN,29.4521,-95.3083,manual,1.0,,0.0,,ESTX PLD HOUSTON5 LLC,0.0,,houston
LMAJADAS_ALL,OTHER,26.364843,-97.545341,owner_name,1.0,Las Majadas Wind Farm,272.6,,LAS MAJADAS WIND FARM LLC | EDF RENEWABLES INC,0.0,,south
LMO_ESR_RN,RN,30.65991,-95.973798,station_description,1.0,TX15 Limousin Oak Storage,100.0,LIMOUSIN OAK STORAGE,KEY CAPTURE ENERGY LLC,100.0,1.0,north
LMWD_SLR_RN,RN,31.1294,-97.2614,manual,1.0,,0.0,,LIMEWOOD BELL RENEWABLES LLC,0.0,,south
LNCRK_ALL,OTHER,32.625600000000006,-99.4928,gridstatus,1.0,Post Oak Wind LLC,200.0,LONG CREEK | POST OAK WIND,MESQUITE WIND LLC | DIRECT ENERGY LP | POST OAK WIND LLC | EDP RENEWABLES NORTH AMERICA LLC,392.0,1.96,west
LONESTAR_RN,RN,31.594864,-103.249847,station_description,1.0,Lonestar,9.9,LONESTAR TNP,HEN INFRASTRUCTURE LLC,10.0,1.01,west
LONEWOLF_ALL,OTHER,32.4375,-100.7444,station_description,1.0,Loraine Windpark Project LLC,150.0,LORAINE WINDPARK PROJECT LLC,LORAINE WINDPARK PROJECT LLC,149.0,0.993,west
LON_RN1,RN,29.281605,-95.295533,station_description,1.0,Longbow BESS LLC,174.0,LONGBOW SOLAR AND STORAGE,LONGBOW BESS LLC | LONGBOW SOLAR LLC,181.0,1.04,houston
LOSTPI_CC1,PCCRN,30.1478,-97.2714,station_description,1.0,Lost Pines 1 Power Project,609.0,LOST PINES,GEN TEX POWER CORP | LOWER COLORADO RIVER AUTHORITY,610.0,1.002,south
LOS_LOSTPGT1,OTHER,30.1478,-97.2714,station_description,1.0,Lost Pines 1 Power Project,609.0,LOST PINES,GEN TEX POWER CORP | LOWER COLORADO RIVER AUTHORITY,203.0,0.333,south
LOS_LOSTPGT2,OTHER,30.1478,-97.2714,station_description,1.0,Lost Pines 1 Power Project,609.0,LOST PINES,GEN TEX POWER CORP | LOWER COLORADO RIVER AUTHORITY,203.0,0.333,south
LOS_LOSTPST1,OTHER,30.1478,-97.2714,station_description,1.0,Lost Pines 1 Power Project,609.0,LOST PINES,GEN TEX POWER CORP | LOWER COLORADO RIVER AUTHORITY,204.0,0.335,south
LOWR_ESS_RN,RN,26.206944,-98.058889,owner_name,1.0,Lower Rio Energy Storage,60.0,,VESI 38 LLC,0.0,,south
LPCCS_CC1,PCCRN,33.6308,-95.59,station_description,1.0,Lamar Power Project,1112.6,LAMAR POWER PARTNERS,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,1176.0,1.057,north
LPCCS_CC2,PCCRN,33.6308,-95.59,station_description,1.0,Lamar Power Project,1112.6,LAMAR POWER PARTNERS,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,1176.0,1.057,north
LPCCS_CT11,OTHER,33.6308,-95.59,station_description,1.0,Lamar Power Project,1112.6,LAMAR POWER PARTNERS,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,186.0,0.167,north
LPCCS_CT12,OTHER,33.6308,-95.59,station_description,1.0,Lamar Power Project,1112.6,LAMAR POWER PARTNERS,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,186.0,0.167,north
LPCCS_CT21,OTHER,33.6308,-95.59,station_description,1.0,Lamar Power Project,1112.6,LAMAR POWER PARTNERS,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,186.0,0.167,north
LPCCS_CT22,OTHER,33.6308,-95.59,station_description,1.0,Lamar Power Project,1112.6,LAMAR POWER PARTNERS,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,186.0,0.167,north
LPCCS_UNIT1,OTHER,33.6308,-95.59,lmp_node_designation,1.0,Lamar Power Project,1112.6,LAMAR POWER PARTNERS,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,216.0,0.194,north
LPCCS_UNIT2,OTHER,33.6308,-95.59,lmp_node_designation,1.0,Lamar Power Project,1112.6,LAMAR POWER PARTNERS,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,216.0,0.194,north
