settlement_point,sp_type,lat,lon,match_method,match_confidence,matched_plant,matched_capacity_mw,station_description,owner_re,expected_mw,capacity_ratio,load_zone
SIG_SLR_RN,RN,32.986,-96.085998,station_description,1.0,BT Signal Ranch,50.0,SIGNAL RANCH SOLAR,BT SIGNAL RANCH LLC,52.0,1.04,north
SILASRAY_CC1,PCCRN,25.9131,-97.5214,station_description,1.0,Silas Ray,136.0,SILAS RAY POWER PLANT,BROWNSVILLE PUBLIC UTILITIES BOARD SILAS RAY | BROWNSVILLE PUBLIC UTILITIES BOARD,136.0,1.0,south
SIL_SILAS_10,OTHER,25.9131,-97.5214,station_description,1.0,Silas Ray,136.0,SILAS RAY POWER PLANT,BROWNSVILLE PUBLIC UTILITIES BOARD SILAS RAY | BROWNSVILLE PUBLIC UTILITIES BOARD,61.0,0.449,south
SIL_SILAS_6,OTHER,25.9131,-97.5214,station_description,1.0,Silas Ray,136.0,SILAS RAY POWER PLANT,BROWNSVILLE PUBLIC UTILITIES BOARD SILAS RAY | BROWNSVILLE PUBLIC UTILITIES BOARD,25.0,0.184,south
SIL_SILAS_9,OTHER,25.9131,-97.5214,station_description,1.0,Silas Ray,136.0,SILAS RAY POWER PLANT,BROWNSVILLE PUBLIC UTILITIES BOARD SILAS RAY | BROWNSVILLE PUBLIC UTILITIES BOARD,50.0,0.368,south
SIRIUS_UNIT1,OTHER,30.993055999999996,-102.2708,gridstatus,1.0,Taygete II Energy Project,203.8,WEST TEXAS SOLAR,ALAMO 6 LLC | BHE PEARL SOLAR LLC,160.0,0.785,west
SJS_SJS_G1,OTHER,29.694838,-95.040622,lmp_node_designation,1.0,San Jacinto Steam Electric Station,176.4,SAN JACINTO STEAM,SAN JACINTO COGENERATION LLC | NRG TEXAS POWER LLC,88.0,0.499,houston
SJS_SJS_G2,OTHER,29.694838,-95.040622,lmp_node_designation,1.0,San Jacinto Steam Electric Station,176.4,SAN JACINTO STEAM,SAN JACINTO COGENERATION LLC | NRG TEXAS POWER LLC,88.0,0.499,houston
SKY1,OTHER,29.550278,-96.537778,station_description,1.0,Sky Global Power One,51.0,SKY GLOBAL POWER ONE,SKY GLOBAL POWER ONE LLC,52.0,1.02,south
SLCN_ESS_ALL,OTHER,30.41217,-97.57405,manual,1.0,,0.0,,KEY CAPTURE ENERGY LLC,0.0,,south
SLK_BESS_RN,RN,31.193467,-102.313626,manual,1.0,,0.0,,MENDOZA TRAIL BESS LLC,0.0,,west
SLTFRK_UN1_2,OTHER,35.18172,-100.934408,station_description,1.0,Salt Fork Wind Project LLC,174.0,SALT FORK,SALT FORK WIND LLC,174.0,1.0,west
SNY_BESS_RN,RN,32.705086,-100.905954,owner_name,1.0,Snyder BESS,10.0,,SNYDER ESS ASSETS LLC,0.0,,west
SOLARA_UNIT1,OTHER,33.0801,-99.58072,manual,1.0,Elara Solar,0.0,PAINT CREEK SOLAR,CED ALAMO 7 LLC | RWE CLEAN ENERGY LLC,112.0,,west
SPARTA_ALL,OTHER,28.655277,-98.001388,station_description,1.0,Sparta Solar,250.0,SPARTA SOLAR,SPARTA SOLAR LLC,253.0,1.012,south
SPLAIN1_RN,RN,34.080556,-101.323611,station_description,1.0,South Plains Wind Phase I,200.0,SOUTH PLAINS PHASE I WIND PROJECT,SOUTH PLAINS WIND ENERGY LLC,200.0,1.0,west
SPLAIN2_RN,RN,34.196962,-101.381494,lmp_node_designation,1.0,South Plains II,300.0,SOUTH PLAINS PHASE II WIND PROJECT,SOUTH PLAINS WIND ENERGY II LLC,301.0,1.003,west
SPNC_SPNCE_4,OTHER,33.1975,-97.1061,station_description,1.0,Spencer,126.5,SPENCER SWITCH,CITY OF GARLAND,61.0,0.482,north
SPNC_SPNCE_5,OTHER,33.1975,-97.1061,station_description,1.0,Spencer,126.5,SPENCER SWITCH,CITY OF GARLAND,65.0,0.514,north
SPTX12B_RN,RN,31.234048,-102.306879,gridstatus,1.0,Upton County Solar,150.0,SP-TX-12B,VESI UPTON COUNTY BESS LLC | CED UPTON COUNTY SOLAR LLC | RWE CLEAN ENERGY LLC,158.0,1.053,west
SP_RN,RN,29.660045,-95.191541,station_description,1.0,Spencer Clean Energy Center (BESS),12.0,SPENCER,SPENCER CLEAN ENERGY CENTER LLC,10.0,0.833,houston
SROSA_ESR_RN,RN,26.232466,-97.823173,manual,1.0,,0.0,,SMT TX MANAGEMENT LLC,0.0,,south
SRWE1_UNIT1,OTHER,32.897948,-101.657847,gridstatus,1.0,Stephens Ranch Wind Energy LLC,376.0,STEPHENS RANCH WIND ENERGY PROJECT PHASE 1,STEPHENS RANCH WIND ENERGY II LLC | STEPHENS RANCH WIND ENERGY LLC,381.0,1.013,west
SSPURT_WIND1,OTHER,35.276944,-102.6828,gridstatus,1.0,Spinning Spur Wind LLC,161.0,SPINNING SPUR WIND TWO,SPINNING SPUR WIND THREE LLC | EDF TRADING NORTH AMERICA INC | SPINNING SPUR WIND TWO LLC | SPUR TWO SPONSOR LLC,355.0,2.205,west
STADIUM_RN,RN,27.746453,-98.054211,manual,1.0,,0.0,STADIUM AEP,BESS STADIUM LLC,10.0,,south
STAGHORN_RN,RN,31.4286,-103.1114,manual,1.0,,0.0,,CONDUIT QSE LLC 1,0.0,,west
STAM_SLR_ALL,OTHER,33.225648,-95.313102,manual,1.0,,0.0,STAMPEDE SOLAR AND BESS,STAMPEDE SOLAR PROJECT LLC | ENEL TRADING NORTH AMERICA LLC,256.0,,north
STAR_SLR_RN,RN,26.523359,-99.017108,station_description,1.0,Starr Solar Ranch,136.0,STARR SOLAR RANCH,STARR SOLAR RANCH 1 LLC,136.0,1.0,south
STEAM_ENG123,OTHER,33.1707,-96.1264,lmp_node_designation,1.0,Powerlane Plant,112.2,STEAM,GEUS,24.0,0.214,north
STEA_STEAM_1,OTHER,33.1707,-96.1264,lmp_node_designation,1.0,Powerlane Plant,112.2,STEAM#1A,GEUS,19.0,0.169,north
STEA_STEAM_2,OTHER,33.1707,-96.1264,lmp_node_designation,1.0,Powerlane Plant,112.2,STEAM,GEUS,25.0,0.223,north
STEA_STEAM_3,OTHER,33.1707,-96.1264,lmp_node_designation,1.0,Powerlane Plant,112.2,STEAM,GEUS,43.0,0.383,north
STELLA_RN,RN,26.941667,-97.6425,station_description,1.0,Stella Wind Farm,201.0,STELLA WIND,STELLA WIND FARM LLC | RWE CLEAN ENERGY LLC,201.0,1.0,south
STLHS_SL_RN,RN,30.960352999999998,-97.138641,gridstatus,1.0,Stillhouse Solar,210.0,STILLHOUSE SOLAR,STILLHOUSE SOLAR LLC,211.0,1.005,south
STP_STP_G1,OTHER,28.795,-96.0481,station_description,1.0,South Texas Project,2708.6,SOUTH TEXAS PROJECT,CPS ENERGY,1365.0,0.504,south
STP_STP_G2,OTHER,28.795,-96.0481,station_description,1.0,South Texas Project,2708.6,SOUTH TEXAS PROJECT,CPS ENERGY,1365.0,0.504,south
STRATEGC_RN,RN,32.23256,-96.706121,owner_name,1.0,Elm Branch Solar 1,134.7,STRATEGIC SOLAR 1,ELM BRANCH SOLAR 1 LLC,135.0,1.002,north
STRG_SLR_ALL,OTHER,30.569447,-97.110428,station_description,1.0,Stoneridge Solar LLC,200.0,STONERIDGE SOLAR,STONERIDGE SOLAR LLC | RWE CLEAN ENERGY LLC,202.0,1.01,south
STWF_T1,OTHER,32.433040000000005,-100.19342,gridstatus,1.0,South Trent Wind Farm,101.2,SOUTH TRENT WIND FARM,SOUTH TRENT WIND LLC,101.0,0.998,west
SUNVASLR_ALL,OTHER,31.86976,-97.01498,owner_name,1.0,Sun Valley Solar Project,250.0,SUNVALLEY SOLAR AND STORAGE,SUN VALLEY STORAGE LLC | ENGIE ENERGY MARKETING NA INC SQ38 | SUN VALLEY SOLAR LLC | ENGIE ENERGY MARKETING NA INC,252.0,1.008,north
SWEC_G1,OTHER,32.2353,-101.8367,lmp_node_designation,1.0,Stanton Wind Energy LLC,120.0,STANTON WIND ENERGY CENTER,STANTON WIND ENERGY LLC | INVENERGY WIND DEVELOPMENT LLC,124.0,1.033,west
SWEETWN2_2_4,OTHER,32.3472,-100.3703,lmp_node_designation,1.0,Sweetwater Wind 2 LLC,98.8,SWEETWATER WIND 2,SWEETWATER WIND 2 LLC | SWEETWATER WIND 4 LLC | CPS ENERGY,121.0,1.225,west
SWEETWN3_3,OTHER,32.290833,-100.4219,lmp_node_designation,1.0,Sweetwater Wind 3 LLC,135.0,SWEETWATER WIND 3,SWEETWATER WIND 3 LLC | SWEETWATER WIND 3 LLC CPS | CPS ENERGY,130.0,0.963,west
SWEETWND_1,OTHER,32.236943999999994,-100.4833,gridstatus,1.0,Sweetwater Wind 1 LLC,37.5,SWEETWATER WIND 1,SWEETWATER WIND 1 LLC | LUMINANT ENERGY COMPANY LLC,38.0,1.013,west
SWFT_SLR_RN,RN,31.768836,-102.696506,manual,1.0,,0.0,,SWIFT AIR SOLAR LLC,0.0,,west
SWOOSE1_U1,OTHER,31.45115,-103.0962,manual,1.0,,0.0,,SWOOSE LLC,0.0,,west
SWOOSEII_RN,RN,31.45115,-103.361771,station_description,1.0,Swoose II,101.0,SWOOSE II,SWOOSE II LLC | MERCURIA ENERGY AMERICA LLC,102.0,1.01,west
SWTWN4_WND45,OTHER,32.199366,-100.4919,gridstatus,1.0,Sweetwater Wind 4 LLC,241.0,MARYNEAL WINDPOWER | SWEETWATER WIND 4 | SWEETWATER WIND 5,MARYNEAL WINDPOWER LLC | DERIVA ENERGY SERVICES LLC | SWEETWATER WIND 4 LLC | CPS ENERGY | SWEETWATER WIND 5 LLC,488.0,2.025,west
SWT_BESS_RN,RN,32.2436,-100.45895,gridstatus,1.0,Sweetwater BESS,10.0,,SWEETWATER ESS ASSETS LLC,0.0,,west
SYBR_SLR_RN,RN,30.879235,-97.192318,manual,1.0,,0.0,,SYPERT BRANCH SOLAR LLC | ENGIE ENERGY MARKETING NA INC,0.0,,south
S_HILLS_RN,RN,33.57824,-99.1921,owner_name,1.0,Seymour Hills Wind Project LLC,30.2,S HILLS WIND PROJECT,SEYMOUR HILLS WIND PROJECT LLC | ENGIE ENERGY MARKETING NA INC,30.0,0.993,west
TAHOKA_ALL,OTHER,33.303497,-101.65722,station_description,1.0,Sage Draw Wind,338.4,SAGE DRAW WIND PROJECT | TAHOKA WIND,SAGE DRAW WIND LLC | ORSTED ONSHORE NORTH AMERICA LLC | TAHOKA WIND LLC,638.0,1.885,west
TANZ_ESS_RN,RN,32.230844,-95.8376,owner_name,1.0,Tanzanite Storage,283.2,,TANZANITE ENERGY STORAGE LLC | ENGIE ENERGY MARKETING NA INC,0.0,,north
TAV_RN,RN,29.560311,-95.98036,owner_name,1.0,Fort Bend Solar LLC,240.0,TAVENER,FORT BEND SOLAR LLC | ACCIONA ENERGY USA GLOBAL LLC,250.0,1.042,houston
TAYGETE2_ALL,OTHER,31.186,-103.128,lmp_node_designation,1.0,Taygete II Energy Project,203.8,TAYGETE 2 SOLAR,WEST TEXAS SOLAR PROJECT II LLC,204.0,1.001,west
TAYGETE_ALL,OTHER,31.165245,-103.125868,station_description,1.0,Taygete Energy Project LLC,255.0,TAYGETE SOLAR,TAYGETE ENERGY PROJECT LLC,255.0,1.0,west
TBWF_ES_BES1,OTHER,31.233457,-102.308519,owner_name,1.0,Revolution,150.0,,CRANE 2 BESS LLC,0.0,,west
TC_GTG2_RN,RN,29.703454,-95.39832,manual,1.0,,0.0,,TEXAS MED CENTER CENTRAL HEATING AND COOLING SERVICES CORP,0.0,,houston
TC_PUN1,PUN,29.703454,-95.39832,manual,1.0,,0.0,,TEXAS MED CENTER CENTRAL HEATING AND COOLING SERVICES CORP,0.0,,houston
TC_PUN2,PUN,29.703454,-95.39832,manual,1.0,,0.0,,TEXAS MED CENTER CENTRAL HEATING AND COOLING SERVICES CORP,0.0,,houston
TC_TCHP1,OTHER,29.703454,-95.398317,lmp_node_designation,1.0,TECO CHP-1,98.0,,TEXAS MED CENTER CENTRAL HEATING AND COOLING SERVICES CORP,0.0,,houston
TDWLPR_1_RN,RN,31.09828,-96.66368,owner_name,1.0,Tidwell Prairie Storage 1,200.0,,TIDWELL PRAIRIE IA LLC | MERCURIA ENERGY AMERICA LLC | TIDWELL PRAIRIE IA LLC 1,0.0,,north
TEN_CC1,PCCRN,32.3994,-97.4078,lmp_node_designation,1.0,Johnson County,282.6,TENASKA (BRAZOS),JOHNSON COUNTY POWER LLC | NRG TEXAS POWER LLC,292.0,1.033,north
TEN_CT1_STG,OTHER,32.3994,-97.4078,lmp_node_designation,1.0,Johnson County,282.6,TENASKA (BRAZOS),JOHNSON COUNTY POWER LLC | NRG TEXAS POWER LLC,292.0,1.033,north
TGCCS_ALL,OTHER,32.017826,-94.619743,station_description,1.0,Tenaska Gateway Generating Station,939.5999999999999,TENASKA GATEWAY,TENASKA GATEWAY PARTNERS LTD,937.0,0.997,north
TGCCS_CC1,PCCRN,32.017826,-94.619743,lmp_node_designation,1.0,Tenaska Gateway Generating Station,939.5999999999999,TENASKA GATEWAY,TENASKA GATEWAY PARTNERS LTD,937.0,0.997,north
TGS_GT01,OTHER,29.2639,-95.8997,station_description,1.0,Texas Gulf Sulphur,101.9,TEXAS GULF SULPHUR,WHARTON COUNTY GENERATION LLC | NRG TEXAS POWER LLC,94.0,0.922,south
TGW_T1_T2,OTHER,27.0011,-97.5994,station_description,1.0,Pattern Gulf Wind,283.2,PATTERN GULF WIND,PATTERN GULF WIND LLC,284.0,1.003,south
THREEW_S_RN,RN,32.018691,-97.211742,manual,1.0,,0.0,,THREE W SOLAR LLC,0.0,,north
THW_1_CCU,OTHER,29.9417,-95.5306,manual,1.0,T H Wharton,1189.9,TH WHARTON,NRG TEXAS POWER LLC,317.0,0.266,houston
THW_2_CCU,OTHER,29.9417,-95.5306,manual,1.0,T H Wharton,1189.9,TH WHARTON,NRG TEXAS POWER LLC,339.0,0.285,houston
THW_CC1,PCCRN,29.9417,-95.5306,lmp_node_designation,1.0,T H Wharton,1189.9,TH WHARTON,NRG TEXAS POWER LLC | NRG THW GT LLC,1182.0,0.993,houston
THW_CC2,PCCRN,29.9417,-95.5306,lmp_node_designation,1.0,T H Wharton,1189.9,TH WHARTON,NRG TEXAS POWER LLC | NRG THW GT LLC,1182.0,0.993,houston
THW_THWGT5X,OTHER,29.9417,-95.5306,lmp_node_designation,1.0,T H Wharton,1189.9,TH WHARTON,NRG THW GT LLC | NRG TEXAS POWER LLC,510.0,0.429,houston
THW_THWGT_1,OTHER,29.9417,-95.5306,lmp_node_designation,1.0,T H Wharton,1189.9,TH WHARTON,NRG TEXAS POWER LLC,16.0,0.013,houston
TIMPP_RN1,RN,29.875,-97.807,station_description,1.0,Timmerman Power Plant,180.0,TIMMERMAN POWER PLANT,LOWER COLORADO RIVER AUTHORITY,95.0,0.528,south
TIMPP_RN2,RN,29.875,-97.807,station_description,1.0,Timmerman Power Plant,180.0,TIMMERMAN POWER PLANT,LOWER COLORADO RIVER AUTHORITY,95.0,0.528,south
TIMPP_RN3,RN,29.875,-97.807,station_description,1.0,Timmerman Power Plant,180.0,TIMMERMAN POWER PLANT,LOWER COLORADO RIVER AUTHORITY,190.0,1.056,south
TIMPP_RN4,RN,29.875,-97.807,station_description,1.0,Timmerman Power Plant,180.0,TIMMERMAN POWER PLANT,LOWER COLORADO RIVER AUTHORITY,190.0,1.056,south
TI_SOLAR_ALL,OTHER,31.70038,-104.458136,station_description,1.0,Titan Solar Project,260.0,TITAN SOLAR,SE TITAN LLC | CALPINE POWER MANAGEMENT LLC,268.0,1.031,west
TKWSW_CHAMP,OTHER,32.3983,-100.6481,lmp_node_designation,1.0,Champion Wind Farm LLC,126.5,CHAMPION WIND FARM,CHAMPION WIND FARM LLC | RWE CLEAN ENERGY LLC,125.0,0.988,west
TKWSW_ROSCOE,OTHER,32.4694,-100.6664,lmp_node_designation,1.0,Roscoe Wind Farm LLC,209.0,ROSCOE WIND FARM,ROSCOE WIND FARM LLC | RWE CLEAN ENERGY LLC,209.0,1.0,west
TMPP_RN3,RN,29.4238,-98.4936,manual,1.0,,0.0,,,0.0,,south
TMPP_RN4,RN,29.4238,-98.4936,manual,1.0,,0.0,,,0.0,,south
TNFS_RN,RN,33.20301,-98.37242,manual,1.0,,0.0,,FORT STOCKTON CLEAN ENERGY CENTER LLC,0.0,,north
TNG_RN,RN,29.153948,-95.375416,manual,1.0,,0.0,TANGLEWOOD SOLAR PROJECT,BRAZORIA SOLAR I LLC | TOTALENERGIES RENEWABLES USA LLC,250.0,,houston
TNP_TNP_O_1,OTHER,31.091925,-96.69503,lmp_node_designation,1.0,Major Oak Power,349.2,TNP ONE PLANT,MAJOR OAK POWER LLC,175.0,0.501,north
TNP_TNP_O_2,OTHER,31.091925,-96.69503,lmp_node_designation,1.0,Major Oak Power,349.2,TNP ONE PLANT,MAJOR OAK POWER LLC,175.0,0.501,north
TNSKA_CC1,PCCRN,33.6968,-95.5577,lmp_node_designation,1.0,Paris Energy Center,265.6,TENASKA (TXU),PARIS GENERATION LP | MPH MESQUITE LLC,272.0,1.024,north
TNSKA_CCU,OTHER,33.6968,-95.5577,owner_name,1.0,Paris Energy Center,265.6,TENASKA (TXU),PARIS GENERATION LP | MPH MESQUITE LLC,272.0,1.024,north
TNS_SLR_ALL,OTHER,31.468564,-96.794168,station_description,1.0,True North Solar LLC,238.8,TRUE NORTH SOLAR,TRUE NORTH SOLAR LLC,238.0,0.997,north
TOPAZ_ALL,OTHER,29.426389,-94.976667,station_description,1.0,Topaz Generating,605.0,TOPAZ POWER PLANT,TOPAZ GENERATING LLC | CPS ENERGY | TOPAZ II LLC,610.0,1.008,houston
TORR_ALL,OTHER,27.614411,-98.7945,station_description,1.0,Torrecillas Wind Energy LLC,300.0,TORRECILLAS,TORRECILLAS ENERGY STORAGE LLC | NEXTERA ENERGY RESOURCES LLC | TORRECILLAS WIND ENERGY LLC,301.0,1.003,south
TORT_ESS_RN,RN,29.432576,-95.250517,manual,1.0,,0.0,,BRP INTERMEDIATECO I LLC | ENGIE ENERGY MARKETING NA INC,0.0,,houston
TOYAH_RN,RN,31.113909,-103.66551,fuzzy_name,1.0,Toyah Power Station,10.4,,HEN INFRASTRUCTURE LLC 1 | HEN INFRASTRUCTURE LLC 2,0.0,,west
TRBT_SLR_RN,RN,31.033682,-102.471772,gridstatus,1.0,Greasewood II LLC,306.0,TIERRA BONITA SOLAR,GREASEWOOD II LLC,307.0,1.003,west
TREB_SOLAR1,OTHER,28.68851,-96.509833,lmp_node_designation,1.0,Tres Bahias,196.3,TRES BAHIAS SOLAR,TRES BAHIAS SOLAR POWER LLC | TENASKA POWER SERVICES CO,196.0,0.998,south
TRENT_TRENT,OTHER,32.44958,-100.23173,gridstatus,1.0,Trent Wind Farm,152.0,TRENT WIND FARM,TRENT WIND FARM LLC,156.0,1.026,west
TRINITY_ALL,OTHER,33.39829,-98.662719,gridstatus,1.0,Trinity Hills,198.0,TRINITY HILLS WIND FARM,TRINITY HILLS WIND FARM LLC,198.0,1.0,west
TRIPBUT1_RN,RN,30.75956,-103.06786,owner_name,1.0,Triple Butte I,7.5,,TRIPLE BUTTE LLC,0.0,,west
TROJ_SLR_RN,RN,32.139157,-97.059699,manual,1.0,,0.0,,COMPADRE SOLAR LLC | NEXTERA ENERGY RESOURCES LLC,0.0,,north
TRSES_UNIT6,OTHER,32.1245,-96.1013,manual,1.0,,0.0,TRINIDAD SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,239.0,,north
TRUENO_ALL,OTHER,26.376651,-97.993045,owner_name,1.0,West Raymond Wind Farm LLC,239.8,EL TRUENO WIND FARM,WEST RAYMOND WIND FARM LLC | RWE CLEAN ENERGY LLC,240.0,1.001,south
TRUSGILL_RN,RN,33.746323,-99.665516,station_description,1.0,TG East,336.0,TG EAST WIND,TG EAST WIND PROJECT LLC,336.0,1.0,west
TSECA_ES_RN,RN,29.373114,-100.851086,manual,1.0,,0.0,,TIERRA SECA BESS LLC,0.0,,west
TTRSW_RN,RN,33.474688,-95.300548,gridstatus,1.0,Delilah Solar Energy LLC,300.0,DELILAH SOLAR 1 | DELILAH SOLAR 2,DELILAH SOLAR ENERGY LLC | DELILAH SOLAR ENERGY II LLC,625.0,2.083,north
TTWEC_G1,OTHER,32.21189,-100.25656,gridstatus,1.0,Turkey Track Wind Energy LLC,169.5,TURKEY TRACK WIND ENERGY CENTER,TURKEY TRACK WIND ENERGY LLC | INVENERGY WIND DEVELOPMENT LLC,175.0,1.032,west
TUL_SLR_ALL,OTHER,28.625947,-97.707352,manual,1.0,,0.0,TULSITA SOLAR,RAY RANCH SOLAR LLC | ENGIE ENERGY MARKETING NA INC,256.0,,south
TURQ_BESS1,OTHER,33.004305,-96.075913,owner_name,1.0,Cunningham Storage,190.0,,BT CUNNINGHAM STORAGE LLC,0.0,,north
TV_RN,RN,29.57954,-95.487488,station_description,1.0,Telview ESS,10.0,TELVIEW,AE TELVIEW ESS LLC,10.0,1.0,houston
TXCTY_CC1,PCCRN,29.378697,-94.943829,lmp_node_designation,1.0,Texas City Power Plant,450.0,TEXAS CITY GEN,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,531.0,1.18,houston
TXCTY_CTA,OTHER,29.378697,-94.943829,lmp_node_designation,1.0,Texas City Power Plant,450.0,TEXAS CITY GEN,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,129.0,0.287,houston
TXCTY_CTB,OTHER,29.378697,-94.943829,lmp_node_designation,1.0,Texas City Power Plant,450.0,TEXAS CITY GEN,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,129.0,0.287,houston
TXCTY_CTC,OTHER,29.378697,-94.943829,lmp_node_designation,1.0,Texas City Power Plant,450.0,TEXAS CITY GEN,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,129.0,0.287,houston
TXCTY_ST,OTHER,29.378697,-94.943829,station_description,1.0,Texas City Power Plant,450.0,TEXAS CITY GEN,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,144.0,0.32,houston
TYLRWIND_RN,RN,33.703851,-97.372009,station_description,1.0,Tyler Bluff Wind Project LLC,125.6,TYLER BLUFF WIND,TYLER BLUFF WIND PROJECT LLC,126.0,1.003,north
TYNAN_RN,RN,28.184044,-97.772903,station_description,1.0,Tynan,9.9,TYNAN,HEN INFRASTRUCTURE LLC 1,10.0,1.01,south
TYSN_SLR_RN,RN,33.644897,-95.627041,station_description,1.0,Tyson Nick,90.5,TYSON NICK SOLAR,TYSON NICK SOLAR PROJECT LLC | ENGIE ENERGY MARKETING NA INC,91.0,1.006,north
T_CK_GT2_RN,RN,33.521369,-101.791035,manual,1.0,,0.0,,,0.0,,west
T_CK_GT3_RN,RN,33.521055,-101.790825,manual,1.0,,0.0,,,0.0,,west
UCC_COG_PUN2,PUN,29.378783,-94.94778,gridstatus,1.0,Union Carbide Seadrift Cogen,162.0,,UNION CARBIDE CORP,0.0,,houston
UCC_UCC_C_2,OTHER,29.378786,-94.947247,manual,1.0,Union Carbide Seadrift Cogen,162.0,,UNION CARBIDE CORP,0.0,,houston
ULYS_SLR_RN,RN,31.8695,-100.547,manual,1.0,,0.0,,BNB TENNYSON SOLAR LLC,0.0,,west
UTOPIA_RN,RN,29.645469,-99.523255,manual,1.0,,0.0,,REGIS UTOPIA LLC,0.0,,south
V2_DGR1_RN,RN,29.33474,-98.4498,manual,1.0,,0.0,BROOKS,PRIME POWER SOLUTIONS LLC DBA LIFE CYCLE POWER,32.0,,south
V2_DGR2_RN,RN,29.33474,-98.4498,manual,1.0,,0.0,BROOKS,PRIME POWER SOLUTIONS LLC DBA LIFE CYCLE POWER,32.0,,south
V2_DGR3_RN,RN,29.33474,-98.4498,manual,1.0,,0.0,BROOKS,PRIME POWER SOLUTIONS LLC DBA LIFE CYCLE POWER,32.0,,south
V4_DGR1_RN,RN,29.2891,-98.5492,manual,1.0,,0.0,PALO ALTO,PRIME POWER SOLUTIONS LLC DBA LIFE CYCLE POWER,41.0,,south
VANCOURT_RN,RN,26.090103,-97.798453,station_description,1.0,Vancourt Solar Interconnections,45.0,VANCOURT SOLAR,RAYOS DEL SOL SOLAR PROJECT LLC | HANWHA TOTAL SOLAR II LLC,46.0,1.022,south
VENADO_ALL,OTHER,26.685739999999996,-99.109772,gridstatus,1.0,Las Lomas Wind Project,201.6,VENADO WIND,LAS LOMAS WIND PROJECT LLC | ENGIE ENERGY MARKETING NA INC,202.0,1.002,south
VERAWIND_ALL,OTHER,33.609313,-99.58229,gridstatus,1.0,El Campo Wind,242.8,VERA WIND,EL CAMPO WIND LLC,243.0,1.001,west
VERTIGO_UN1,OTHER,33.645964,-99.532944,owner_name,1.0,Green Pastures Wind II,150.0,VERTIGO WIND,GREEN PASTURES WIND II LLC,150.0,1.0,west
VERT_ESS_RN,RN,29.394265,-95.039847,manual,1.0,,0.0,,VERTUS ENERGY STORAGE LLC | NRG TEXAS POWER LLC,0.0,,houston
VICTORIA_CC1,PCCRN,28.7883,-97.01,station_description,1.0,Victoria,376.9,VICTORIA,VICTORIA WLE LP | NRG TEXAS POWER LLC,377.0,1.0,south
VICTPORT_RN,RN,28.69637,-96.9453,station_description,1.0,Tres Port Power LLC,100.0,TRES PORT | VICTORIA PORT II,TRES PORT POWER LLC | VICTORIA PORT POWER II LLC | NRG TEXAS POWER LLC,244.0,2.44,south
VIC_VICTORG5,OTHER,28.7883,-97.01,lmp_node_designation,1.0,Victoria,376.9,VICTORIA,VICTORIA WLE LP | NRG TEXAS POWER LLC,180.0,0.478,south
VIC_VICTORG6,OTHER,28.7883,-97.01,lmp_node_designation,1.0,Victoria,376.9,VICTORIA,VICTORIA WLE LP | NRG TEXAS POWER LLC,197.0,0.523,south
VISION_RN,RN,32.067483,-96.585136,owner_name,1.0,Briar Creek Solar 1,127.0,VISION SOLAR 1,BRIAR CREEK SOLAR 1 LLC,129.0,1.016,north
VLSES_UNIT3,OTHER,33.62758,-96.37013,manual,1.0,Handley,0.0,KIAMICHI ENERGY FACILITY,KIOWA POWER PARTNERS LLC,1376.0,,north
VORT_ALL_RN,RN,33.10218,-99.30628,manual,1.0,,0.0,VORTEX WIND AND BESS,AZURE SKY WIND STORAGE LLC | ENEL TRADING NORTH AMERICA LLC | AZURE SKY WIND PROJECT LLC,350.0,,west
WAKEWE_ALL,OTHER,33.80301,-101.0699,gridstatus,1.0,Wake Wind Energy Center,257.3,WAKE WIND ENERGY,WAKE WIND ENERGY LLC 2 | WAKE WIND ENERGY LLC,257.0,0.999,west
WAL_RN,RN,29.630362000000005,-96.075739,gridstatus,1.0,Sealy BESS,200.0,WALSTROM BESS,SEALY POWER LLC,205.0,1.025,south
WAP_WAPGT_1,OTHER,29.4828,-95.6311,fuzzy_lmp,1.0,W A Parish,4008.4,WA PARISH,NRG TEXAS POWER LLC,16.0,0.004,houston
WAP_WAP_G1,OTHER,29.4828,-95.6311,lmp_node_designation,1.0,W A Parish,4008.4,WA PARISH,NRG TEXAS POWER LLC,188.0,0.047,houston
WAP_WAP_G2,OTHER,29.4828,-95.6311,lmp_node_designation,1.0,W A Parish,4008.4,WA PARISH,NRG TEXAS POWER LLC,188.0,0.047,houston
WAP_WAP_G3,OTHER,29.4828,-95.6311,lmp_node_designation,1.0,W A Parish,4008.4,WA PARISH,NRG TEXAS POWER LLC,299.0,0.075,houston
WAP_WAP_G4,OTHER,29.4828,-95.6311,lmp_node_designation,1.0,W A Parish,4008.4,WA PARISH,NRG TEXAS POWER LLC,581.0,0.145,houston
WAP_WAP_G5,OTHER,29.4828,-95.6311,lmp_node_designation,1.0,W A Parish,4008.4,WA PARISH,NRG TEXAS POWER LLC,734.0,0.183,houston
