"OWNER RE","RESOURCE NAME","TYPE","SPLIT GEN RESOURCE","DME","DME DUNS","RMR"
"RAYMOND WIND FARM LLC (RE)","EL_RAYO_UNIT2","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"RAYOS DEL SOL SOLAR PROJECT LLC (RE)","NEBULA_UNIT1","Generation","Not Applicable","HANWHA TOTAL SOLAR II LLC (DME)","1181946247000","N"
"RAYOS DEL SOL SOLAR PROJECT LLC (RE)","VANCOURT_UNIT1","Generation","Not Applicable","HANWHA TOTAL SOLAR II LLC (DME)","1181946247000","N"
"RE MAPLEWOOD 2 LLC (RE)","REDBARN_UNIT_2","Generation","Not Applicable","RE MAPLEWOOD 2 LLC (DME)","1172508497000","N"
"RE MAPLEWOOD LLC (RE)","REDBARN_UNIT_1","Generation","Not Applicable","RE MAPLEWOOD LLC (DME)","0802693797000","N"
"RE RAMBLER LLC (RE)","RAMBLER_UNIT1","Generation","Not Applicable","RE RAMBLER LLC (DME)","1171975947000","N"
"RE ROSEROCK LLC (RE)","REROCK_UNIT1","Generation","Not Applicable","RE ROSEROCK LLC (DME)","0795262357000","N"
"RE ROSEROCK LLC (RE)","REROCK_UNIT2","Generation","Not Applicable","RE ROSEROCK LLC (DME)","0795262357000","N"
"RED TAILED HAWK SOLAR LLC (RE)","HOL_UNIT1","Generation","Not Applicable","ACCIONA ENERGY USA GLOBAL LLC (DME)","0797372127000","N"
"RED TAILED HAWK SOLAR LLC (RE)","HOL_UNIT2","Generation","Not Applicable","ACCIONA ENERGY USA GLOBAL LLC (DME)","0797372127000","N"
"REGIS CARRIZO SPRINGS LLC (RE)","CARRIZO_ESR1","Storage","Not Applicable","REGIS CARRIZO SPRINGS LLC (DME)","1189980267000","N"
"REGIS CONTINENTAL LLC (RE)","CONTINEN_ESR1","Storage","Not Applicable","REGIS CONTINENTAL LLC (DME)","1187480267000","N"
"REGIS ESCONDIDO LLC (RE)","ESCONDID_ESR1","Storage","Not Applicable","REGIS ESCONDIDO LLC (DME)","1189980277000","N"
"REGIS FALFURRIAS LLC (RE)","FALFUR_ESR2","Storage","Not Applicable","REGIS FALFURRIAS LLC (DME)","1189980327000","N"
"REGIS GEARS-HARRIS LLC (RE)","GZ_ESR1","Storage","Not Applicable","REGIS GEARS-HARRIS LLC (DME)","1189975377000","N"
"REGIS GOODWIN LLC (RE)","GOODWIN_ESR1","Storage","Not Applicable","REGIS GOODWIN LLC (DME)","1189980357000","N"
"REGIS GREGORY LLC (RE)","GREGORY_ESR1","Storage","Not Applicable","REGIS GREGORY LLC (DME)","1187480357000","N"
"REGIS HEARN LLC (RE)","HEARN_RD_ESR1","Storage","Not Applicable","REGIS HEARN LLC (DME)","1189397127000","N"
"REGIS HIDDEN VALLEY LLC (RE)","HV_ESR1","Storage","Not Applicable","REGIS HIDDEN VALLEY LLC (DME)","1189915357000","N"
"REGIS LAURELES LLC (RE)","LAURELES_ESR1","Storage","Not Applicable","REGIS LAURELES LLC (DME)","1187479537000","N"
"REGIS LEAKEY LLC (RE)","LEAKEY_ESR1","Storage","Not Applicable","REGIS LEAKEY LLC (DME)","1188270807000","N"
"REGIS LYSSY LLC (RE)","LYSSY_ESR1","Storage","Not Applicable","REGIS LYSSY LLC (DME)","1188361207000","N"
"REGIS MASON LLC (RE)","FORTMA_ESR1","Storage","Not Applicable","REGIS MASON LLC (DME)","1187479517000","N"
"REGIS MEDINA LAKE LLC (RE)","MEDILA_ESR1","Storage","Not Applicable","REGIS MEDINA LAKE LLC (DME)","1188262857000","N"
"REGIS MEDINA LLC (RE)","MEDINA1_ESR1","Storage","Not Applicable","REGIS MEDINA LLC (DME)","1188262777000","N"
"REGIS MILTON LLC (RE)","MILTON_ESR1","Storage","Not Applicable","REGIS MILTON LLC (DME)","1188422637000","N"
"REGIS MONTE CRISTO LLC (RE)","MOORE_FL_ESR1","Storage","Not Applicable","REGIS MONTE CRISTO LLC (DME)","1187479737000","N"
"REGIS MUENSTER LLC (RE)","MUENSTER_ESR1","Storage","Not Applicable","REGIS MUENSTER LLC (DME)","1187479827000","N"
"REGIS PALACIOS LLC (RE)","PALACIOS_ESR1","Storage","Not Applicable","REGIS PALACIOS LLC (DME)","1187480047000","N"
"REGIS SINTON PIRATE LLC (RE)","PIRATE_ESR1","Storage","Not Applicable","REGIS SINTON PIRATE LLC (DME)","1189408697000","N"
"REGIS UTOPIA LLC (RE)","UTOPIA_ESR1","Storage","Not Applicable","REGIS UTOPIA LLC (DME)","1188249627000","N"
"RELOJ DEL SOL WIND FARM LLC (RE)","RELOJ_UNIT1","Generation","Not Applicable","EDP RENEWABLES NORTH AMERICA LLC (DME)","0155344697000","N"
"RELOJ DEL SOL WIND FARM LLC (RE)","RELOJ_UNIT2","Generation","Not Applicable","EDP RENEWABLES NORTH AMERICA LLC (DME)","0155344697000","N"
"RELOJ DEL SOL WIND FARM LLC (RE)","RELOJ_UNIT3","Generation","Not Applicable","EDP RENEWABLES NORTH AMERICA LLC (DME)","0155344697000","N"
"RELOJ DEL SOL WIND FARM LLC (RE)","RELOJ_UNIT4","Generation","Not Applicable","EDP RENEWABLES NORTH AMERICA LLC (DME)","0155344697000","N"
"REMY JADE GENERATING LLC (RE)","JAD_UNIT1","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"REMY JADE GENERATING LLC (RE)","JAD_UNIT2","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"REMY JADE GENERATING LLC (RE)","JAD_UNIT3","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"REMY JADE GENERATING LLC (RE)","JAD_UNIT4","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"REMY JADE GENERATING LLC (RE)","JAD_UNIT5","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"REMY JADE GENERATING LLC (RE)","JAD_UNIT6","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"REMY JADE II LLC (RE)","JAD_UNIT7","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"REMY JADE II LLC (RE)","JAD_UNIT8","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"RIESEL HOLDCO LLC (RE)","SCES_UNIT1","Generation","SCES_UNIT1_J02","RIESEL HOLDCO LLC (DME)","1188553417000","N"
"RIO BRAVO WINDPOWER LLC (RE)","CABEZON_WIND1","Generation","Not Applicable","RIO BRAVO WINDPOWER LLC (DME)","0812607447000","N"
"RIO BRAVO WINDPOWER LLC (RE)","CABEZON_WIND2","Generation","Not Applicable","RIO BRAVO WINDPOWER LLC (DME)","0812607447000","N"
"RIO LAGO SOLAR LLC (RE)","SHAW_SLR_UNIT1","Generation","Not Applicable","RIO LAGO SOLAR LLC (DME)","1009429467000","N"
"ROADRUNNER CROSSING WIND FARM LLC (RE)","RRC_WIND_ESR1","Storage","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"ROADRUNNER CROSSING WIND FARM LLC (RE)","RRC_WIND_ESR2","Storage","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"ROADRUNNER CROSSING WIND FARM LLC (RE)","RRC_WIND_UNIT1","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"ROADRUNNER CROSSING WIND FARM LLC (RE)","RRC_WIND_UNIT2","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"ROADRUNNER CROSSING WIND FARM LLC (RE)","RRC_WIND_UNIT3","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"ROADRUNNER SOLAR PROJECT LLC (RE)","QUEEN_SL_SOLAR1","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"ROADRUNNER SOLAR PROJECT LLC (RE)","QUEEN_SL_SOLAR2","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"ROADRUNNER STORAGE LLC (RE)","QUEEN_BA_ESR1","Storage","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"ROARING SPRINGS SOLAR LLC (RE)","BUZI_SLR_UNIT1","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"ROARING SPRINGS SOLAR LLC (RE)","BUZI_SLR_UNIT2","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"ROARING SPRINGS SOLAR LLC (RE)","BUZI_SLR_UNIT3","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"ROARING SPRINGS SOLAR LLC (RE)","BUZI_SLR_UNIT4","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (RE)","GRYH_SLR_SOLAR1","Generation","Not Applicable","ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (DME)","1169595837000","N"
"ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (RE)","GRYH_SLR_SOLAR2","Generation","Not Applicable","ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (DME)","1169595837000","N"
"ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (RE)","GRYH_SLR_SOLAR3","Generation","Not Applicable","ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (DME)","1169595837000","N"
"ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (RE)","GRYH_SLR_SOLAR4","Generation","Not Applicable","ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (DME)","1169595837000","N"
"ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (RE)","GRYH_SLR_SOLAR5","Generation","Not Applicable","ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (DME)","1169595837000","N"
"ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (RE)","GRYH_SLR_SOLAR6","Generation","Not Applicable","ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (DME)","1169595837000","N"
"ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (RE)","GRYH_SLR_SOLAR7","Generation","Not Applicable","ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (DME)","1169595837000","N"
"ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (RE)","GRYH_SLR_SOLAR8","Generation","Not Applicable","ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR (DME)","1169595837000","N"
"ROCKSPRINGS VAL VERDE WIND LLC (RE)","FERMI_WIND1","Generation","Not Applicable","ROCKSPRINGS VAL VERDE WIND LLC (DME)","0801241447000","N"
"ROCKSPRINGS VAL VERDE WIND LLC (RE)","FERMI_WIND2","Generation","Not Applicable","ROCKSPRINGS VAL VERDE WIND LLC (DME)","0801241447000","N"
"RODEO RANCH ENERGY STORAGE LLC (RE)","RRANCHES_ESR1","Storage","Not Applicable","PLUS POWER LLC (DME)","0097952567000","N"
"RODEO RANCH ENERGY STORAGE LLC (RE)","RRANCHES_ESR2","Storage","Not Applicable","PLUS POWER LLC (DME)","0097952567000","N"
"ROSCOE WIND FARM LLC (RE)","TKWSW1_ROSCOE","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"ROSCOE WIND FARM LLC (RE)","TKWSW1_ROSCOE2A","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"ROUTE 66 WIND POWER LLC (RE)","ROUTE_66_WIND1","Generation","Not Applicable","ROUTE 66 WIND POWER LLC (DME)","0794201337000","N"
"RW MILLER POWER LLC (RE)","MIL_MILLERG2","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"RW MILLER POWER LLC (RE)","MIL_MILLERG3","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"RW MILLER POWER LLC (RE)","MIL_MILLERG4","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"RW MILLER POWER LLC (RE)","MIL_MILLERG5","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"SAGE DRAW WIND LLC (RE)","SAGEDRAW_UNIT1","Generation","Not Applicable","ORSTED ONSHORE NORTH AMERICA LLC (DME)","0802191967000","N"
"SAGE DRAW WIND LLC (RE)","SAGEDRAW_UNIT2","Generation","Not Applicable","ORSTED ONSHORE NORTH AMERICA LLC (DME)","0802191967000","N"
"SALT FORK WIND LLC (RE)","SALTFORK_UNIT1","Generation","Not Applicable","SALT FORK WIND LLC (DME)","0797475737000","N"
"SALT FORK WIND LLC (RE)","SALTFORK_UNIT2","Generation","Not Applicable","SALT FORK WIND LLC (DME)","0797475737000","N"
"SAMSON SOLAR ENERGY II LLC (RE)","SAMSON_1_G3","Generation","Not Applicable","SAMSON SOLAR ENERGY II LLC (DME)","1183390037000","N"
"SAMSON SOLAR ENERGY II LLC (RE)","SAMSON_1_G4","Generation","Not Applicable","SAMSON SOLAR ENERGY II LLC (DME)","1183390037000","N"
"SAMSON SOLAR ENERGY III LLC (RE)","SAMSON_3_G1","Generation","Not Applicable","SAMSON SOLAR ENERGY III LLC (DME)","1176660697000","N"
"SAMSON SOLAR ENERGY III LLC (RE)","SAMSON_3_G2","Generation","Not Applicable","SAMSON SOLAR ENERGY III LLC (DME)","1176660697000","N"
"SAMSON SOLAR ENERGY LLC (RE)","SAMSON_1_G1","Generation","Not Applicable","SAMSON SOLAR ENERGY LLC (DME)","1176660847000","N"
"SAMSON SOLAR ENERGY LLC (RE)","SAMSON_1_G2","Generation","Not Applicable","SAMSON SOLAR ENERGY LLC (DME)","1176660847000","N"
"SAN JACINTO COGENERATION LLC (RE)","SJS_SJS_G1","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"SAN JACINTO COGENERATION LLC (RE)","SJS_SJS_G2","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"SAN MIGUEL ELECTRIC CO OP INC (RES)","SANMIGL_G1","Generation","Not Applicable","SAN MIGUEL ELECTRIC CO OP INC (DME)","0884848527000","N"
"SAN ROMAN WIND I LLC (RE)","SANROMAN_WIND_1","Generation","Not Applicable","SAN ROMAN WIND I LLC (DME)","0798524527000","N"
"SAND BLUFF WIND FARM LLC (RE)","MCDLD_SB1_2","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"SAND BLUFF WIND FARM LLC (RE)","MCDLD_SB3_282","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"SAND BLUFF WIND FARM LLC (RE)","MCDLD_SB4_G87","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"SAND BLUFF WIND FARM LLC (RE)","MCDLD_SBW1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"SANDY CREEK ENERGY ASSOCIATES LP (RE)","SCES_UNIT1","Generation","SCES_UNIT1_J01","SANDY CREEK ENERGY ASSOCIATES LP (DME)","1390201557000","N"
"SANDY CREEK ENERGY ASSOCIATES LP FOR MASTER QSE (RE)","SCES_UNIT1","Generation","SCES_UNIT1_J05","ERCOT DME FOR MASTER QSE (DME)","1112223337300","N"
"SANDY CREEK ENERGY ASSOCIATES LP TWO (RE)","SCES_UNIT1","Generation","SCES_UNIT1_J03","SANDY CREEK ENERGY ASSOCIATES LP (DME)","1390201557000","N"
"SANTA RITA EAST WIND ENERGY LLC (RE)","OVEJA_G1","Generation","Not Applicable","SANTA RITA EAST WIND ENERGY LLC (DME)","0804110667000","N"
"SANTA RITA EAST WIND ENERGY LLC (RE)","OVEJA_G2","Generation","Not Applicable","SANTA RITA EAST WIND ENERGY LLC (DME)","0804110667000","N"
"SANTA RITA WIND ENERGY LLC (RE)","HICKMAN_G1","Generation","HICKMAN_G1_J01","SANTA RITA WIND ENERGY LLC (DME)","0801880877000","N"
"SANTA RITA WIND ENERGY LLC (RE)","HICKMAN_G2","Generation","HICKMAN_G2_J01","SANTA RITA WIND ENERGY LLC (DME)","0801880877000","N"
"SANTA RITA WIND ENERGY LLC 2 (RE)","HICKMAN_G1","Generation","HICKMAN_G1_J02","SANTA RITA WIND ENERGY LLC (DME)","0801880877000","N"
"SANTA RITA WIND ENERGY LLC 2 (RE)","HICKMAN_G2","Generation","HICKMAN_G2_J02","SANTA RITA WIND ENERGY LLC (DME)","0801880877000","N"
"SBESS TX 10 LLC (RE)","CITRUSCY_ESR1","Storage","Not Applicable","SBESS TX10 LLC (DME)","1192456397000","N"
"SBESS TX 12 LLC (RE)","RIO_GRAN_ESR2","Storage","Not Applicable","SBESS TX12 LLC (DME)","1192475067000","N"
"SBESS TX 5 LLC (RE)","JUNORTH_ESR1","Storage","Not Applicable","SBESS TX 5 LLC (DME)","1192310937000","N"
"SBESS TX 7 LLC (RE)","FRMRSVLW_ESR2","Storage","Not Applicable","SBESS TX 7 LLC (DME)","1192306437000","N"
"SCURRY COUNTY WIND II LLC (RE)","CSEC_CSECG2","Generation","Not Applicable","INVENERGY WIND DEVELOPMENT LLC (DME)","8085531717000","N"
"SCURRY COUNTY WIND LP (RE)","CSEC_CSECG1","Generation","Not Applicable","INVENERGY WIND DEVELOPMENT LLC (DME)","8085531717000","N"
"SE ARAGORN LLC (RE)","ARAGORN_UNIT1","Generation","Not Applicable","SB ENERGY DEVCO (US) INC (DME)","1176517237000","N"
"SE JUNO LLC (RE)","JUNO_UNIT1","Generation","Not Applicable","MITSUI AND CO ENERGY MARKETING AND SERVICES (USA) INC (DME)","9682166017000","N"
"SE JUNO LLC 2 (RE)","JUNO_UNIT2","Generation","Not Applicable","SB ENERGY DEVCO (US) INC (DME)","1176517237000","N"
"SE TITAN LLC (RE)","TI_SOLAR_UNIT1","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"SE TITAN LLC (RE)","TI_SOLAR_UNIT2","Generation","Not Applicable","CALPINE POWER MANAGEMENT LLC (DME)","1127108767000","N"
"SEALY POWER LLC (RE)","WAL_ESR1","Storage","Not Applicable","SEALY POWER LLC (DME)","1168424547000","N"
"SENATE WIND LLC (RE)","SENATEWD_UNIT1","Generation","Not Applicable","SENATE WIND LLC (DME)","8322475847000","N"
"SENDERO WIND ENERGY LLC (RE)","EXGNSND_WIND_1","Generation","Not Applicable","BROWNSVILLE PUBLIC UTILITIES BOARD (DME)","6063470377000","N"
"SEVEN FLAGS BESS LLC (RE)","SEVNF_ES_ESR1","Storage","Not Applicable","SEVEN FLAGS BESS LLC (DME)","0992183927000","N"
"SEYMOUR HILLS WIND PROJECT LLC (RE)","S_HILLS_UNIT1","Generation","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"SHAKES SOLAR LLC (RE)","MCLNSLR_UNIT1","Generation","Not Applicable","SHAKES SOLAR LLC (DME)","1224975837000","N"
"SHAMROCK ENERGY STORAGE LLC (RE)","SHAMROCK_ESR1","Storage","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"SHAMROCK WIND LLC (RE)","SHAMROCK_UNIT1","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"SHAMROCK WIND LLC (RE)","SHAMROCK_UNIT2","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"SHERBINO II WIND FARM LLC (RE)","KEO_SHRBINO2","Generation","Not Applicable","SHERBINO II WIND FARM LLC (DME)","9680300937000","N"
"SIGNAL HILL GENERATING LLC (RE)","WFCOGEN_UNIT1","Generation","Not Applicable","CASTLETON COMMODITIES MERCHANT TRADING LP (DME)","0387147837000","N"
"SIGNAL HILL GENERATING LLC (RE)","WFCOGEN_UNIT2","Generation","Not Applicable","CASTLETON COMMODITIES MERCHANT TRADING LP (DME)","0387147837000","N"
"SIGNAL HILL GENERATING LLC (RE)","WFCOGEN_UNIT3","Generation","Not Applicable","CASTLETON COMMODITIES MERCHANT TRADING LP (DME)","0387147837000","N"
"SILVER STAR I POWER PARTNERS LLC (RE)","FLTCK_SSI","Generation","Not Applicable","SILVER STAR I POWER PARTNERS LLC (DME)","8084727527000","N"
"SJRR POWER LLC (RE)","LIG_UNIT1","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"SJRR POWER LLC (RE)","LIG_UNIT2","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"SKY GLOBAL POWER ONE LLC (RE)","SKY1_SKY1A","Generation","Not Applicable","SKY GLOBAL POWER ONE LLC (DME)","0799865237000","N"
"SKY GLOBAL POWER ONE LLC (RE)","SKY1_SKY1B","Generation","Not Applicable","SKY GLOBAL POWER ONE LLC (DME)","0799865237000","N"
"SMT IRONMAN BESS LLC (RE)","JAR_ESR1","Storage","Not Applicable","HABITAT ENERGY INC (DME)","1186110077000","N"
"SMT IRONMAN BESS LLC (RE)","JAR_ESR2","Storage","Not Applicable","HABITAT ENERGY INC (DME)","1186110077000","N"
"SMT MCALLEN II LLC (RE)","CARA_ESS_ESR1","Storage","Not Applicable","HEI8 LLC (DME)","1194697397000","N"
"SMT TX MANAGEMENT II LLC (RE)","EMPCT_ESR1","Storage","Not Applicable","SMT TX MANAGEMENT II LLC (DME)","1192457537000","N"
"SMT TX MANAGEMENT II LLC (RE)","MAYBERRY_ESR2","Storage","Not Applicable","SMT TX MANAGEMENT II LLC (DME)","1192457537000","N"
"SMT TX MANAGEMENT II LLC (RE)","PRCRK_ESR1","Storage","Not Applicable","SMT TX MANAGEMENT II LLC (DME)","1192457537000","N"
"SMT TX MANAGEMENT III LLC (RE)","KEG_ESR1","Storage","Not Applicable","SMT TX MANAGEMENT III LLC (DME)","1194992657000","N"
"SMT TX MANAGEMENT LLC (RE)","BAY_CITY_ESR1","Storage","Not Applicable","SMT TX MANAGEMENT LLC (DME)","1188458497000","N"
"SMT TX MANAGEMENT LLC (RE)","ELSA_ESR1","Storage","Not Applicable","SMT TX MANAGEMENT LLC (DME)","1188458497000","N"
"SMT TX MANAGEMENT LLC (RE)","GARCENO_ESR1","Storage","Not Applicable","SMT TX MANAGEMENT LLC (DME)","1188458497000","N"
"SMT TX MANAGEMENT LLC (RE)","L_FRESNO_ESR1","Storage","Not Applicable","SMT TX MANAGEMENT LLC (DME)","1188458497000","N"
"SMT TX MANAGEMENT LLC (RE)","MAYBERRY_ESR1","Storage","Not Applicable","SMT TX MANAGEMENT LLC (DME)","1188458497000","N"
"SMT TX MANAGEMENT LLC (RE)","N_ALAMO_ESR1","Storage","Not Applicable","SMT TX MANAGEMENT LLC (DME)","1188458497000","N"
"SMT TX MANAGEMENT LLC (RE)","N_MERCED_ESR1","Storage","Not Applicable","SMT TX MANAGEMENT LLC (DME)","1188458497000","N"
"SMT TX MANAGEMENT LLC (RE)","RIO_GRAN_ESR1","Storage","Not Applicable","SMT TX MANAGEMENT LLC (DME)","1188458497000","N"
"SMT TX MANAGEMENT LLC (RE)","S_SNROSA_ESR1","Storage","Not Applicable","SMT TX MANAGEMENT LLC (DME)","1188458497000","N"
"SMT TX MANAGEMENT LLC (RE)","W_HARLIN_ESR1","Storage","Not Applicable","SMT TX MANAGEMENT LLC (DME)","1188458497000","N"
"SNYDER ESS ASSETS LLC (RE)","DPCRK_ESR1","Storage","Not Applicable","SNYDER ESS ASSETS LLC (DME)","1177841097000","N"
"SOLAIREHOLMAN 1 LLC (RE)","LASSO_UNIT1","Generation","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"SOUTH HOUSTON GREEN POWER LLC (RE)","AMOCOOIL_AMOCO_1","Generation","Not Applicable","SOUTH HOUSTON GREEN POWER LP (DME)","8097886727000","N"
"SOUTH HOUSTON GREEN POWER LLC (RE)","AMOCOOIL_AMOCO_2","Generation","Not Applicable","SOUTH HOUSTON GREEN POWER LP (DME)","8097886727000","N"
"SOUTH HOUSTON GREEN POWER LLC (RE)","AMOCOOIL_AMOCO_G1","Generation","Not Applicable","SOUTH HOUSTON GREEN POWER LP (DME)","8097886727000","N"
"SOUTH HOUSTON GREEN POWER LLC (RE)","AMOCOOIL_AMOCO_G2","Generation","Not Applicable","SOUTH HOUSTON GREEN POWER LP (DME)","8097886727000","N"
"SOUTH HOUSTON GREEN POWER LLC (RE)","AMOCOOIL_AMOCO_G3","Generation","Not Applicable","SOUTH HOUSTON GREEN POWER LP (DME)","8097886727000","N"
"SOUTH HOUSTON GREEN POWER LLC (RE)","AMOCOOIL_AMOCO_S1","Generation","Not Applicable","SOUTH HOUSTON GREEN POWER LP (DME)","8097886727000","N"
"SOUTH HOUSTON GREEN POWER LLC (RE)","AMOCOOIL_AMOCO_S2","Generation","Not Applicable","SOUTH HOUSTON GREEN POWER LP (DME)","8097886727000","N"
"SOUTH PLAINS WIND ENERGY II LLC (RE)","SPLAIN2_WIND21","Generation","Not Applicable","SOUTH PLAINS WIND ENERGY II LLC (DME)","0796798937000","N"
"SOUTH PLAINS WIND ENERGY II LLC (RE)","SPLAIN2_WIND22","Generation","Not Applicable","SOUTH PLAINS WIND ENERGY II LLC (DME)","0796798937000","N"
"SOUTH PLAINS WIND ENERGY LLC (RE)","SPLAIN1_WIND1","Generation","Not Applicable","SOUTH PLAINS WIND ENERGY LLC (DME)","0795544887000","N"
"SOUTH PLAINS WIND ENERGY LLC (RE)","SPLAIN1_WIND2","Generation","Not Applicable","SOUTH PLAINS WIND ENERGY LLC (DME)","0795544887000","N"
"SOUTH TEXAS ELECTRIC CO OP INC (RE)","PEARSAL2_AGR_A","Generation","Not Applicable","SOUTH TEXAS ELECTRIC CO OP INC (DME)","0038663327000","N"
"SOUTH TEXAS ELECTRIC CO OP INC (RE)","PEARSAL2_AGR_B","Generation","Not Applicable","SOUTH TEXAS ELECTRIC CO OP INC (DME)","0038663327000","N"
"SOUTH TEXAS ELECTRIC CO OP INC (RE)","PEARSAL2_AGR_C","Generation","Not Applicable","SOUTH TEXAS ELECTRIC CO OP INC (DME)","0038663327000","N"
"SOUTH TEXAS ELECTRIC CO OP INC (RE)","PEARSAL2_AGR_D","Generation","Not Applicable","SOUTH TEXAS ELECTRIC CO OP INC (DME)","0038663327000","N"
"SOUTH TEXAS ELECTRIC CO OP INC (RE)","RAYBURN_RAYBURG10","Generation","Not Applicable","SOUTH TEXAS ELECTRIC CO OP INC (DME)","0038663327000","N"
"SOUTH TEXAS ELECTRIC CO OP INC (RE)","RAYBURN_RAYBURG7","Generation","Not Applicable","SOUTH TEXAS ELECTRIC CO OP INC (DME)","0038663327000","N"
"SOUTH TEXAS ELECTRIC CO OP INC (RE)","RAYBURN_RAYBURG8","Generation","Not Applicable","SOUTH TEXAS ELECTRIC CO OP INC (DME)","0038663327000","N"
"SOUTH TEXAS ELECTRIC CO OP INC (RE)","RAYBURN_RAYBURG9","Generation","Not Applicable","SOUTH TEXAS ELECTRIC CO OP INC (DME)","0038663327000","N"
"SOUTH TEXAS ELECTRIC CO OP INC (RE)","REDGATE_AGR_A","Generation","Not Applicable","SOUTH TEXAS ELECTRIC CO OP INC (DME)","0038663327000","N"
"SOUTH TEXAS ELECTRIC CO OP INC (RE)","REDGATE_AGR_B","Generation","Not Applicable","SOUTH TEXAS ELECTRIC CO OP INC (DME)","0038663327000","N"
"SOUTH TEXAS ELECTRIC CO OP INC (RE)","REDGATE_AGR_C","Generation","Not Applicable","SOUTH TEXAS ELECTRIC CO OP INC (DME)","0038663327000","N"
