"OWNER RE","RESOURCE NAME","TYPE","SPLIT GEN RESOURCE","DME","DME DUNS","RMR"
"SOUTH TEXAS ELECTRIC CO OP INC (RE)","REDGATE_AGR_D","Generation","Not Applicable","SOUTH TEXAS ELECTRIC CO OP INC (DME)","0038663327000","N"
"SOUTH TRENT WIND LLC (RE)","STWF_T1","Generation","Not Applicable","SOUTH TRENT WIND LLC (DME)","8261794217000","N"
"SOUTHWESTERN ELECTRIC POWER COMPANY BLT (RE)","BL_CHILD","Generation","Not Applicable","","","N"
"SOUTHWESTERN ELECTRIC POWER COMPANY BLT (RE)","BL_LAKEP","Generation","Not Applicable","","","N"
"SOUTHWESTERN ELECTRIC POWER COMPANY BLT (RE)","BL_TURKE","Generation","Not Applicable","","","N"
"SP CACTUS FLATS WIND ENERGY LLC (RE)","CFLATS_U1","Generation","Not Applicable","SP CACTUS FLATS WIND ENERGY LLC (DME)","0808719517000","N"
"SPARTA SOLAR LLC (RE)","SPARTA_UNIT1","Generation","Not Applicable","SPARTA SOLAR LLC (DME)","1177961577000","N"
"SPARTA SOLAR LLC (RE)","SPARTA_UNIT2","Generation","Not Applicable","SPARTA SOLAR LLC (DME)","1177961577000","N"
"SPENCER CLEAN ENERGY CENTER LLC (RE)","SP_ESR1","Storage","Not Applicable","SPENCER CLEAN ENERGY CENTER LLC (DME)","0695130877000","N"
"SPINNING SPUR WIND THREE LLC (RE)","SSPURTWO_SS3WIND1","Generation","Not Applicable","EDF TRADING NORTH AMERICA INC (DME)","1091142517000","N"
"SPINNING SPUR WIND THREE LLC (RE)","SSPURTWO_SS3WIND2","Generation","Not Applicable","EDF TRADING NORTH AMERICA INC (DME)","1091142517000","N"
"SPINNING SPUR WIND TWO LLC (RE)","SSPURTWO_WIND_1","Generation","Not Applicable","SPUR TWO SPONSOR LLC (DME)","0792235837000","N"
"ST GALL ENERGY STORAGE I LLC (RE)","SGAL_BES_ESR1","Storage","Not Applicable","ST GALL ENERGY STORAGE I LLC (DME)","1189325957000","N"
"ST GALL ENERGY STORAGE II LLC (RE)","SGAL_BES_ESR2","Storage","Not Applicable","ST GALL ENERGY STORAGE II LLC (DME)","1125938817000","N"
"STAMPEDE SOLAR PROJECT LLC (RE)","STAM_SLR_ESR1","Storage","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"STAMPEDE SOLAR PROJECT LLC (RE)","STAM_SLR_SOLAR1","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"STAMPEDE SOLAR PROJECT LLC (RE)","STAM_SLR_SOLAR2","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"STANTON WIND ENERGY LLC (RE)","SWEC_G1","Generation","Not Applicable","INVENERGY WIND DEVELOPMENT LLC (DME)","8085531717000","N"
"STARR SOLAR RANCH 1 LLC (RE)","STAR_SLR_UNIT1","Generation","Not Applicable","STARR SOLAR RANCH 1 LLC (DME)","1191486627000","N"
"STARR SOLAR RANCH 1 LLC (RE)","STAR_SLR_UNIT2","Generation","Not Applicable","STARR SOLAR RANCH 1 LLC (DME)","1191486627000","N"
"STELLA WIND FARM LLC (RE)","STELLA_UNIT1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"STEPHENS RANCH WIND ENERGY II LLC (RE)","SRWE1_SRWE2","Generation","Not Applicable","STEPHENS RANCH WIND ENERGY II LLC (DME)","0794207857000","N"
"STEPHENS RANCH WIND ENERGY LLC (RE)","SRWE1_UNIT1","Generation","Not Applicable","STEPHENS RANCH WIND ENERGY LLC (DME)","0792802637000","N"
"STILLHOUSE SOLAR LLC (RE)","STLHS_SL_PV1","Generation","Not Applicable","STILLHOUSE SOLAR LLC (DME)","1192168007000","N"
"STONERIDGE SOLAR LLC (RE)","STRG_SLR_ESR1","Storage","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"STONERIDGE SOLAR LLC (RE)","STRG_SLR_UNIT1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"STONERIDGE SOLAR LLC (RE)","STRG_SLR_UNIT2","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"SUN VALLEY SOLAR LLC (RE)","SUNVASLR_UNIT1","Generation","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"SUN VALLEY SOLAR LLC (RE)","SUNVASLR_UNIT2","Generation","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"SUN VALLEY STORAGE LLC (RE)","SUNVASLR_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC SQ38 (DME)","9689097397100","N"
"SUN VALLEY STORAGE LLC (RE)","SUNVASLR_ESR2","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC SQ38 (DME)","9689097397100","N"
"SUNSET RIDGE ENERGY CENTER LLC (RE)","PEARSALL_ESR1","Storage","Not Applicable","SUNSET RIDGE ENERGY CENTER LLC (DME)","0117813547000","N"
"SWEENY COGENERATION LLC (RE)","SCLPCOGN_SCLPC_1","Generation","Not Applicable","SWEENY COGENERATION LLC (DME)","1172074697000","N"
"SWEENY COGENERATION LLC (RE)","SCLPCOGN_SCLPC_2","Generation","Not Applicable","SWEENY COGENERATION LLC (DME)","1172074697000","N"
"SWEENY COGENERATION LLC (RE)","SCLPCOGN_SCLPC_3","Generation","Not Applicable","SWEENY COGENERATION LLC (DME)","1172074697000","N"
"SWEENY COGENERATION LLC (RE)","SCLPCOGN_SCLPC_4","Generation","Not Applicable","SWEENY COGENERATION LLC (DME)","1172074697000","N"
"SWEETWATER ESS ASSETS LLC (RE)","SWTWR_ESR1","Storage","Not Applicable","SWEETWATER ESS ASSETS LLC (DME)","1178723707000","N"
"SWEETWATER WIND 1 LLC (RE)","SWEETWND_WND1","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"SWEETWATER WIND 2 LLC (RE)","SWEETWN2_WND2","Generation","Not Applicable","SWEETWATER WIND 2 LLC (DME)","1378994777100","N"
"SWEETWATER WIND 3 LLC (RE)","SWEETWN3_WND3A","Generation","Not Applicable","SWEETWATER WIND 3 LLC (DME)","6039431487000","N"
"SWEETWATER WIND 3 LLC CPS (RE)","SWEETWN3_WND3B","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"SWEETWATER WIND 4 LLC (RE)","SWEETWN2_WND24","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"SWEETWATER WIND 4 LLC (RE)","SWEETWN4_WND4A","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"SWEETWATER WIND 4 LLC (RE)","SWEETWN4_WND4B","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"SWEETWATER WIND 5 LLC (RE)","SWEETWN5_WND5","Generation","Not Applicable","SWEETWATER WIND 5 LLC (DME)","8003243327000","N"
"SWIFT AIR SOLAR LLC (RE)","SWFT_SLR_UNIT1","Generation","Not Applicable","SWIFT AIR SOLAR LLC (DME)","1125834467000","N"
"SWOOSE II LLC (RE)","SWOOSEII_ESR1","Storage","Not Applicable","MERCURIA ENERGY AMERICA LLC (DME)","8317491277000","N"
"SWOOSE LLC (RE)","PYOTE_ESR1","Storage","Not Applicable","SWOOSE LLC (DME)","1174467957000","N"
"SYPERT BRANCH SOLAR LLC (RE)","SYBR_SLR_UNIT1","Generation","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"SYPERT BRANCH SOLAR LLC (RE)","SYBR_SLR_UNIT2","Generation","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"TAHOKA WIND LLC (RE)","TAHOKA_UNIT_1","Generation","Not Applicable","TAHOKA WIND LLC (DME)","0808667557000","N"
"TAHOKA WIND LLC (RE)","TAHOKA_UNIT_2","Generation","Not Applicable","TAHOKA WIND LLC (DME)","0808667557000","N"
"TAI NORTON SOLAR LLC (RE)","NRTN_SLR_SOLAR1","Generation","Not Applicable","TAI NORTON SOLAR LLC (DME)","1193018577000","N"
"TANZANITE ENERGY STORAGE LLC (RE)","TANZ_ESS_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"TANZANITE ENERGY STORAGE LLC (RE)","TANZ_ESS_ESR2","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"TAYGETE ENERGY PROJECT LLC (RE)","TAYGETE_UNIT1","Generation","Not Applicable","TAYGETE ENERGY PROJECT LLC (DME)","0812156577000","N"
"TAYGETE ENERGY PROJECT LLC (RE)","TAYGETE_UNIT2","Generation","Not Applicable","TAYGETE ENERGY PROJECT LLC (DME)","0812156577000","N"
"TEJAS POWER GENERATION LLC (RE)","FEGC_CTG2","Generation","Not Applicable","SHELL ENERGY NORTH AMERICA (US) LP (DME)","9375172667000","N"
"TEJAS POWER GENERATION LLC (RE)","FEGC_CTG3","Generation","Not Applicable","SHELL ENERGY NORTH AMERICA (US) LP (DME)","9375172667000","N"
"TEJAS POWER GENERATION LLC (RE)","FEGC_CTG4","Generation","Not Applicable","SHELL ENERGY NORTH AMERICA (US) LP (DME)","9375172667000","N"
"TEJAS POWER GENERATION LLC (RE)","FEGC_UNIT1","Generation","Not Applicable","SHELL ENERGY NORTH AMERICA (US) LP (DME)","9375172667000","N"
"TEMPLE GENERATION I LLC (RE)","PANDA_T1_TMPL1CT1","Generation","Not Applicable","TEMPLE GENERATION I LLC (DME)","9688729997000","N"
"TEMPLE GENERATION I LLC (RE)","PANDA_T1_TMPL1CT2","Generation","Not Applicable","TEMPLE GENERATION I LLC (DME)","9688729997000","N"
"TEMPLE GENERATION I LLC (RE)","PANDA_T1_TMPL1ST1","Generation","Not Applicable","TEMPLE GENERATION I LLC (DME)","9688729997000","N"
"TEMPLE GENERATION II LLC (RE)","PANDA_T2_TMPL2CT1","Generation","Not Applicable","CXA TEMPLE 2 LLC (DME)","1187110177000","N"
"TEMPLE GENERATION II LLC (RE)","PANDA_T2_TMPL2CT2","Generation","Not Applicable","CXA TEMPLE 2 LLC (DME)","1187110177000","N"
"TEMPLE GENERATION II LLC (RE)","PANDA_T2_TMPL2ST1","Generation","Not Applicable","CXA TEMPLE 2 LLC (DME)","1187110177000","N"
"TENASKA FRONTIER PARTNERS LTD (RE)","FTR_FTR_G1","Generation","Not Applicable","TENASKA FRONTIER PARTNERS LTD (DME)","0216803307000","N"
"TENASKA FRONTIER PARTNERS LTD (RE)","FTR_FTR_G2","Generation","Not Applicable","TENASKA FRONTIER PARTNERS LTD (DME)","0216803307000","N"
"TENASKA FRONTIER PARTNERS LTD (RE)","FTR_FTR_G3","Generation","Not Applicable","TENASKA FRONTIER PARTNERS LTD (DME)","0216803307000","N"
"TENASKA FRONTIER PARTNERS LTD (RE)","FTR_FTR_G4","Generation","Not Applicable","TENASKA FRONTIER PARTNERS LTD (DME)","0216803307000","N"
"TENASKA GATEWAY PARTNERS LTD (RE)","TGCCS_CT1","Generation","Not Applicable","TENASKA GATEWAY PARTNERS LTD (DME)","0148759217000","N"
"TENASKA GATEWAY PARTNERS LTD (RE)","TGCCS_CT2","Generation","Not Applicable","TENASKA GATEWAY PARTNERS LTD (DME)","0148759217000","N"
"TENASKA GATEWAY PARTNERS LTD (RE)","TGCCS_CT3","Generation","Not Applicable","TENASKA GATEWAY PARTNERS LTD (DME)","0148759217000","N"
"TENASKA GATEWAY PARTNERS LTD (RE)","TGCCS_UNIT4","Generation","Not Applicable","TENASKA GATEWAY PARTNERS LTD (DME)","0148759217000","N"
"TEXAS BIG SPRING LLC (RE)","SGMTN_SIGNALMT","Generation","Not Applicable","TERRA-GEN OPERATING COMPANY LLC (DME)","7959600417000","N"
"TEXAS BLUEBONNET SOLAR PARTNERS LLC (RE)","BONETSLR_UNIT1","Generation","Not Applicable","TEXAS BLUEBONNET SOLAR PARTNERS LLC (DME)","1191283017000","N"
"TEXAS MED CENTER CENTRAL HEATING AND COOLING SERVICES CORP (RE)","TC_GTG2","Generation","Not Applicable","TEXAS MED CENTER CENTRAL HEATING AND COOLING SERVICES CORP (DME)","0919431597000","N"
"TEXAS MED CENTER CENTRAL HEATING AND COOLING SERVICES CORP (RE)","TC_TCHP1","Generation","Not Applicable","TEXAS MED CENTER CENTRAL HEATING AND COOLING SERVICES CORP (DME)","0919431597000","N"
"TEXAS SOLAR NOVA 1 LLC (RE)","NOVA1SLR_UNIT1","Generation","Not Applicable","TEXAS SOLAR NOVA 1 LLC (DME)","1169816797000","N"
"TEXAS SOLAR NOVA 1 LLC (RE)","NOVA1SLR_UNIT2","Generation","Not Applicable","TEXAS SOLAR NOVA 1 LLC (DME)","1169816797000","N"
"TEXAS SOLAR NOVA 2 LLC (RE)","NOVA2SLR_UNIT1","Generation","Not Applicable","TEXAS SOLAR NOVA 2 LLC (DME)","1185366187000","N"
"TEXAS WAVES LLC (RE)","PYR_ESR1","Storage","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"TEXAS WAVES LLC (RE)","PYR_ESR2","Storage","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"TEXAS WAVES LLC (RE)","PYR_ESR3","Storage","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"TG EAST WIND PROJECT LLC (RE)","TRUSGILL_UNIT1","Generation","Not Applicable","TG EAST WIND PROJECT LLC (DME)","1179392357000","N"
"TG EAST WIND PROJECT LLC (RE)","TRUSGILL_UNIT2","Generation","Not Applicable","TG EAST WIND PROJECT LLC (DME)","1179392357000","N"
"TG EAST WIND PROJECT LLC (RE)","TRUSGILL_UNIT3","Generation","Not Applicable","TG EAST WIND PROJECT LLC (DME)","1179392357000","N"
"TG EAST WIND PROJECT LLC (RE)","TRUSGILL_UNIT4","Generation","Not Applicable","TG EAST WIND PROJECT LLC (DME)","1179392357000","N"
"THE DOW CHEMICAL CO (RE)","DOWGEN_DOW_G81","Generation","Not Applicable","THE DOW CHEMICAL CO (DME)","0013815817000","N"
"THE DOW CHEMICAL CO (RE)","DOWGEN_DOW_G82","Generation","Not Applicable","THE DOW CHEMICAL CO (DME)","0013815817000","N"
"THE DOW CHEMICAL CO (RE)","DOWGEN_DOW_G83","Generation","Not Applicable","THE DOW CHEMICAL CO (DME)","0013815817000","N"
"THE DOW CHEMICAL CO (RE)","DOWGEN_DOW_GT96","Generation","Not Applicable","THE DOW CHEMICAL CO (DME)","0013815817000","N"
"THE DOW CHEMICAL CO (RE)","DOWGEN_DOW_ST84","Generation","Not Applicable","THE DOW CHEMICAL CO (DME)","0013815817000","N"
"THE DOW CHEMICAL CO (RE)","DOWGEN_DOW_ST95","Generation","Not Applicable","THE DOW CHEMICAL CO (DME)","0013815817000","N"
"THREE W SOLAR LLC (RE)","THREEW_S_SOLAR1","Generation","Not Applicable","THREE W SOLAR LLC (DME)","1111702457000","N"
"TIDWELL PRAIRIE IA LLC (RE)","TDWLPR_1_ESR1","Storage","Not Applicable","MERCURIA ENERGY AMERICA LLC (DME)","8317491277000","N"
"TIDWELL PRAIRIE IA LLC 1 (RE)","TDWLPR_1_ESR2","Storage","Not Applicable","MERCURIA ENERGY AMERICA LLC (DME)","8317491277000","N"
"TIDWELL PRAIRIE IIA LLC (RE)","TDWLPR_1_ESR3","Storage","Not Applicable","DENTON MUNICIPAL ELECTRIC (DME)","0713801907000","N"
"TIDWELL PRAIRIE IIA LLC 1 (RE)","TDWLPR_1_ESR4","Storage","Not Applicable","SHELL ENERGY NORTH AMERICA (US) LP (DME)","9375172667000","N"
"TIERRA SECA BESS LLC (RE)","TSECA_ES_ESR1","Storage","Not Applicable","TIERRA SECA BESS LLC (DME)","0985192997000","N"
"TOKAI CARBON CB LTD (RE)","CARBN_BSP_1","Generation","Not Applicable","TOKAI CARBON CB LTD (DME)","0080164957000","N"
"TOPAZ GENERATING LLC (RE)","TOPAZ_UNIT1","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"TOPAZ GENERATING LLC (RE)","TOPAZ_UNIT2","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"TOPAZ GENERATING LLC (RE)","TOPAZ_UNIT3","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"TOPAZ GENERATING LLC (RE)","TOPAZ_UNIT4","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"TOPAZ GENERATING LLC (RE)","TOPAZ_UNIT5","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"TOPAZ GENERATING LLC (RE)","TOPAZ_UNIT6","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"TOPAZ GENERATING LLC (RE)","TOPAZ_UNIT7","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"TOPAZ II LLC (RE)","TOPAZ_UNIT10","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"TOPAZ II LLC (RE)","TOPAZ_UNIT8","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"TOPAZ II LLC (RE)","TOPAZ_UNIT9","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"TORRECILLAS ENERGY STORAGE, LLC (RE)","TORR_ESR1","Storage","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"TORRECILLAS WIND ENERGY LLC (RE)","TORR_UNIT1_25","Generation","Not Applicable","TORRECILLAS WIND ENERGY LLC (DME)","0811709447000","N"
"TORRECILLAS WIND ENERGY LLC (RE)","TORR_UNIT2_23","Generation","Not Applicable","TORRECILLAS WIND ENERGY LLC (DME)","0811709447000","N"
"TORRECILLAS WIND ENERGY LLC (RE)","TORR_UNIT2_25","Generation","Not Applicable","TORRECILLAS WIND ENERGY LLC (DME)","0811709447000","N"
"TPC GROUP LLC (RE)","PR_PR_G2","Generation","Not Applicable","TEXAS PETROCHEMICALS LLC RE (DME)","1026470057000","N"
"TRENT WIND FARM LLC (RE)","TRENT_TRENT","Generation","Not Applicable","TRENT WIND FARM LLC (DME)","0191257517000","N"
"TRENT WIND FARM LLC (RE)","TRENT_UNIT_1B","Generation","Not Applicable","TRENT WIND FARM LLC (DME)","0191257517000","N"
"TRENT WIND FARM LLC (RE)","TRENT_UNIT_2","Generation","Not Applicable","TRENT WIND FARM LLC (DME)","0191257517000","N"
"TRENT WIND FARM LLC (RE)","TRENT_UNIT_3A","Generation","Not Applicable","TRENT WIND FARM LLC (DME)","0191257517000","N"
"TRENT WIND FARM LLC (RE)","TRENT_UNIT_3B","Generation","Not Applicable","TRENT WIND FARM LLC (DME)","0191257517000","N"
"TRES BAHIAS SOLAR POWER LLC (RE)","TREB_SLR_SOLAR1","Generation","Not Applicable","TENASKA POWER SERVICES CO (DME)","9630189817000","N"
"TRES CITY POWER LLC (RE)","CITYVICT_CTG01","Generation","Not Applicable","TRES CITY POWER LLC (DME)","0806816897000","N"
"TRES CITY POWER LLC (RE)","CITYVICT_CTG02","Generation","Not Applicable","TRES CITY POWER LLC (DME)","0806816897000","N"
"TRES PORT POWER LLC (RE)","VICTPORT_CTG01","Generation","Not Applicable","TRES PORT POWER LLC (DME)","0806817027000","N"
"TRES PORT POWER LLC (RE)","VICTPORT_CTG02","Generation","Not Applicable","TRES PORT POWER LLC (DME)","0806817027000","N"
"TRINITY HILLS WIND FARM LLC (RE)","TRINITY_TH1_BUS1","Generation","Not Applicable","TRINITY HILLS WIND FARM LLC (DME)","9684309547000","N"
"TRINITY HILLS WIND FARM LLC (RE)","TRINITY_TH1_BUS2","Generation","Not Applicable","TRINITY HILLS WIND FARM LLC (DME)","9684309547000","N"
"TRIPLE BUTTE LLC (RE)","BELD_ESR1","Storage","Not Applicable","TRIPLE BUTTE LLC (DME)","1174464747000","N"
"TRUE NORTH SOLAR LLC (RE)","TNS_SLR_UNIT1","Generation","Not Applicable","TRUE NORTH SOLAR LLC (DME)","1185480087000","N"
"TRUE NORTH SOLAR LLC (RE)","TNS_SLR_UNIT2","Generation","Not Applicable","TRUE NORTH SOLAR LLC (DME)","1185480087000","N"
"TURKEY TRACK WIND ENERGY LLC (RE)","TTWEC_G1","Generation","Not Applicable","INVENERGY WIND DEVELOPMENT LLC (DME)","8085531717000","N"
"TX GULF SOLAR 1 LLC (RE)","DMA_SOLAR1","Generation","Not Applicable","TX GULF SOLAR 1 LLC (DME)","1191478087000","N"
"TX HEREFORD WIND LLC (RE)","HRFDWIND_WIND_G","Generation","Not Applicable","EDF TRADING NORTH AMERICA INC (DME)","1091142517000","N"
"TX HEREFORD WIND LLC (RE)","HRFDWIND_WIND_V","Generation","Not Applicable","EDF TRADING NORTH AMERICA INC (DME)","1091142517000","N"
"TX JUMBO ROAD WIND LLC (RE)","HRFDWIND_JRDWIND1","Generation","Not Applicable","TX JUMBO ROAD WIND LLC (DME)","0795254337000","N"
"TX JUMBO ROAD WIND LLC (RE)","HRFDWIND_JRDWIND2","Generation","Not Applicable","TX JUMBO ROAD WIND LLC (DME)","0795254337000","N"
"TYLER BLUFF WIND PROJECT LLC (RE)","TYLRWIND_UNIT1","Generation","Not Applicable","TYLER BLUFF WIND PROJECT LLC (DME)","0801807607000","N"
"TYSON NICK SOLAR PROJECT LLC (RE)","TYSN_SLR_UNIT1","Generation","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"UNION CARBIDE CORP (RE)","UCC_COGN_UCC_C_2","Generation","Not Applicable","UNION CARBIDE CORP (DME)","0080733227000","N"
"UNION CARBIDE CORPORATION SEADRIFT (RE)","NCARBIDE_NCARBIG1","Generation","Not Applicable","UNION CARBIDE CORPORATION SEADRIFT (DME)","0010056237000","N"
"UNION CARBIDE CORPORATION SEADRIFT (RE)","NCARBIDE_NCARBIG2","Generation","Not Applicable","UNION CARBIDE CORPORATION SEADRIFT (DME)","0010056237000","N"
"UNION CARBIDE CORPORATION SEADRIFT (RE)","NCARBIDE_NCARBIG3","Generation","Not Applicable","UNION CARBIDE CORPORATION SEADRIFT (DME)","0010056237000","N"
"UNION CARBIDE CORPORATION SEADRIFT (RE)","NCARBIDE_NCARBIG5","Generation","Not Applicable","UNION CARBIDE CORPORATION SEADRIFT (DME)","0010056237000","N"
"UNION CARBIDE CORPORATION SEADRIFT (RE)","NCARBIDE_NCARBIG6","Generation","Not Applicable","UNION CARBIDE CORPORATION SEADRIFT (DME)","0010056237000","N"
"UNION CARBIDE CORPORATION SEADRIFT (RE)","NCARBIDE_NCARBIG7","Generation","Not Applicable","UNION CARBIDE CORPORATION SEADRIFT (DME)","0010056237000","N"
"UNION CARBIDE CORPORATION SEADRIFT (RE)","NCARBIDE_NCARBIG8","Generation","Not Applicable","UNION CARBIDE CORPORATION SEADRIFT (DME)","0010056237000","N"
"UPTON COUNTY SOLAR 2 LLC (RE)","CASL_GAP_ESR1","Storage","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"UPTON COUNTY SOLAR 2 LLC (RE)","CASL_GAP_UNIT1","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"VERTUS ENERGY STORAGE LLC (RE)","VERT_ESS_ESR1","Storage","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"VESI 37 LLC (RE)","BIRD_BES_ESR1","Storage","Not Applicable","VESI 37 LLC (DME)","1193011217000","N"
"VESI 38 LLC (RE)","LOWR_ESS_ESR1","Storage","Not Applicable","VESI 38 LLC (DME)","1193016867000","N"
"VESI UPTON COUNTY BESS LLC (RE)","SPTX12B_ESR1","Storage","Not Applicable","VESI UPTON COUNTY BESS LLC (DME)","1175925447000","N"
"VICTORIA PORT POWER II LLC (RE)","VICTPRT2_UNIT1","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"VICTORIA PORT POWER II LLC (RE)","VICTPRT2_UNIT2","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"VICTORIA WLE LP (RE)","VICTORIA_VICTORG5","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"VICTORIA WLE LP (RE)","VICTORIA_VICTORG6","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"VIRIDITY ENERGY SOLUTIONS INC (RE)","GEORSO_ESR1","Storage","Not Applicable","VIRIDITY ENERGY SOLUTIONS INC (DME)","8304646607000","N"
"WACO SOLAR LLC (RE)","MERCURY_PV1","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"WACO SOLAR LLC (RE)","MERCURY_PV2","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"WAGYU SOLAR LLC (RE)","WGU_UNIT1","Generation","Not Applicable","WAGYU SOLAR LLC (DME)","0812419587000","N"
"WAKE WIND ENERGY LLC (RE)","WAKEWE_G1","Generation","WAKEWE_G1_J01","WAKE WIND ENERGY LLC (DME)","0792741827000","N"
"WAKE WIND ENERGY LLC (RE)","WAKEWE_G2","Generation","WAKEWE_G2_J01","WAKE WIND ENERGY LLC (DME)","0792741827000","N"
"WAKE WIND ENERGY LLC 2 (RE)","WAKEWE_G1","Generation","WAKEWE_G1_J02","WAKE WIND ENERGY LLC (DME)","0792741827000","N"
"WAKE WIND ENERGY LLC 2 (RE)","WAKEWE_G2","Generation","WAKEWE_G2_J02","WAKE WIND ENERGY LLC (DME)","0792741827000","N"
"WEST COLUMBIA STORAGE LLC (RE)","WCOLLOCL_ESR1","Storage","Not Applicable","GLIDEPATH STORAGE OPERATIONS LLC (DME)","1186066837000","N"
"WEST OF THE PECOS SOLAR LLC (RE)","W_PECOS_UNIT1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"WEST RAYMOND WIND FARM LLC (RE)","TRUENO_UNIT1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"WEST RAYMOND WIND FARM LLC (RE)","TRUENO_UNIT2","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"WEST TEXAS SOLAR PROJECT II LLC (RE)","TAYGETE2_UNIT1","Generation","Not Applicable","WEST TEXAS SOLAR PROJECT II LLC (DME)","1185931187000","N"
"WEST TEXAS SOLAR PROJECT II LLC (RE)","TAYGETE2_UNIT2","Generation","Not Applicable","WEST TEXAS SOLAR PROJECT II LLC (DME)","1185931187000","N"
"WESTERN TRAIL WIND LLC (RE)","AJAXWIND_UNIT1","Generation","Not Applicable","WESTERN TRAIL WIND LLC (DME)","1175969337000","N"
"WESTERN TRAIL WIND LLC (RE)","AJAXWIND_UNIT2","Generation","Not Applicable","WESTERN TRAIL WIND LLC (DME)","1175969337000","N"
