Unit Code,Generator Station Code,Generator Station Description,Generator Type,Nameplate Capacity (MW)
DUKE_DUKE_GT1,DUKE,DUKE / HEC,Thermal,177
DUKE_DUKE_GT2,DUKE,DUKE / HEC,Thermal,177
DUKE_DUKE_ST1,DUKE,DUKE / HEC,Thermal,198
E_BLACK_UNIT_1,E_BLACK,EAST BLACKLAND SOLAR,Solar,144
E_HARRIS_BESS1,E_HARRIS,EAST HARRISON,Battery,10
EBELLSL2_UNIT1,EBELLSL2,EASTBELL MILAM SOLAR II,Solar,151
EBELLSLR_UNIT1,EBELLSLR,EASTBELL MILAM SOLAR,Solar,245
EBNY_ESS_BESS1,EBNY_ESS,EBONY ENERGY STORAGE,Battery,201
ECEC_G1,ECEC,ECTOR COUNTY ENERGY CENTER LLC,Thermal,179
ECEC_G2,ECEC,ECTOR COUNTY ENERGY CENTER LLC,Thermal,179
ECLIPSE_UNIT1,ECLIPSE,BRACKETTVILLE SOLAR,Solar,38
EGROVESL_UNIT1,EGROVESL,EMERALD GROVE SOLAR,Solar,110
EIFSLR_UNIT1,EIFSLR,EIFFEL SOLAR,Solar,241
EL_RAYO_UNIT1,EL_RAYO,EL RAYO WIND FARM,Wind,101
EL_RAYO_UNIT2,EL_RAYO,EL RAYO WIND FARM,Wind,99
ELARA_SL_UNIT1,ELARA_SL,ELARA SOLAR,Solar,132
ELLISSLR_UNIT1,ELLISSLR,ELLIS SOLAR,Solar,81
ELM_ST_BES1,ELM_ST,ELM STREET TNP,Battery,10
ELMCRK_BESS1,ELMCRK,ABILENE ELMCREEK,Battery,10
ELSA_BESS,ELSA,ELSA,Battery,10
ELSAUZ_UNIT1,ELSAUZ,EL SAUZ RANCH WIND,Wind,153
ELSAUZ_UNIT2,ELSAUZ,EL SAUZ RANCH WIND,Wind,149
ELZA_SLR_BES1,ELZA_SLR,ELIZA SOLAR AND STORAGE,Battery,100
ELZA_SLR_SOLAR1,ELZA_SLR,ELIZA SOLAR AND STORAGE,Solar,152
EMPCT_BESS1,EMPCT,EMPIRE CENTRAL,Battery,10
ENDPARKS_ESS1,ENDPARKS,ENDURANCE PARK STROAGE,Battery,52
ESCONDID_BESS1,ESCONDID,ESCONDIDO,Battery,10
ESTONIAN_BES1,ESTONIAN,ESTONIAN SOLAR AND STORAGE,Battery,102
ESTONIAN_SOLAR1,ESTONIAN,ESTONIAN SOLAR AND STORAGE,Solar,88
ESTONIAN_SOLAR2,ESTONIAN,ESTONIAN SOLAR AND STORAGE,Solar,114
ETCCS_CT1,ETCCS,ENNIS TRACTEBEL,Thermal,260
ETCCS_UNIT1,ETCCS,ENNIS TRACTEBEL,Thermal,140
EUNICE_BES1,EUNICE,EUNICE SOLAR AND STORAGE,Battery,40
EUNICE_PV1,EUNICE,EUNICE SOLAR AND STORAGE,Solar,190
EUNICE_PV2,EUNICE,EUNICE SOLAR AND STORAGE,Solar,237
EVLN_ESS_BESS1,EVLN_ESS,EVELYN ENERGY STORAGE,Battery,228
EXGNSND_WIND_1,EXGNSND,SENDERO WIND ENERGY,Wind,78
EXGNWTL_WIND_1,EXGNWTL,WHITETAIL WIND ENERGY,Wind,92
FAGUSSLR_UNIT2,FAGUSSLR,FAGUS SOLAR,Solar,166
FAGUSSLR_UNIT3,FAGUSSLR,FAGUS SOLAR,Solar,167
FALCON_FALCONG1,FALCON,FALCON HYDRO,Hydro,11
FALCON_FALCONG2,FALCON,FALCON HYDRO,Hydro,11
FALCON_FALCONG3,FALCON,FALCON HYDRO,Hydro,11
FALFUR_BESS,FALFUR,FALFURRIAS,Battery,10
FALFUR_BESS1,FALFUR,FALFURRIAS,Battery,10
FAULKNER_BESS,FAULKNER,FAULKNER TOYAH TNP,Battery,10
FEGC_CTG2,FEGC,FRIENDSWOOD ENERGY GENCO,Thermal,48
FEGC_CTG3,FEGC,FRIENDSWOOD ENERGY GENCO,Thermal,48
FEGC_CTG4,FEGC,FRIENDSWOOD ENERGY GENCO,Thermal,48
FEGC_UNIT1,FEGC,FRIENDSWOOD ENERGY GENCO,Thermal,129
FENCESLR_BESS1,FENCESLR,FENCE POST SOLAR AND BESS,Battery,73
FENCESLR_SOLAR1,FENCESLR,FENCE POST SOLAR AND BESS,Solar,141
FENCESLR_SOLAR2,FENCESLR,FENCE POST SOLAR AND BESS,Solar,100
FERGCC_FERGGT1,FERGCC,FERGUSON REPLACEMENT PROJECT (FRP),Thermal,185
FERGCC_FERGGT2,FERGCC,FERGUSON REPLACEMENT PROJECT (FRP),Thermal,185
FERGCC_FERGST1,FERGCC,FERGUSON REPLACEMENT PROJECT (FRP),Thermal,204
FERMI_WIND1,FERMI,FERMI SUBSTATION,Wind,122
FERMI_WIND2,FERMI,FERMI SUBSTATION,Wind,27
FILESSLR_PV1,FILESSLR,FILES SOLAR,Solar,146
FIVEWSLR_BESS1,FIVEWSLR,FIVE WELLS SOLAR AND STORAGE,Battery,229
FIVEWSLR_UNIT1,FIVEWSLR,FIVE WELLS SOLAR AND STORAGE,Solar,200
FIVEWSLR_UNIT2,FIVEWSLR,FIVE WELLS SOLAR AND STORAGE,Solar,121
FLAT_TOP_BESS1,FLAT_TOP,FLAT TOP TNP,Battery,10
FLAT_TOP_FLATU1,FLAT_TOP,FLAT TOP TNP,Battery,10
FLCNS_UNIT1,FLCNS,FALCON SEABOARD,Thermal,75
FLCNS_UNIT2,FLCNS,FALCON SEABOARD,Thermal,75
FLOWERII_BESS1,FLOWERII,FLOWER VALLEY II,Battery,102
FLTCK_SSI,FLTCK,FLAT CREEK SWITCH,Wind,53
FLUVANNA_UNIT1,FLUVANNA,FLUVANNA WIND,Wind,80
FLUVANNA_UNIT2,FLUVANNA,FLUVANNA WIND,Wind,76
FOARDCTY_UNIT1,FOARDCTY,FOARD CITY WIND LLC,Wind,186
FOARDCTY_UNIT2,FOARDCTY,FOARD CITY WIND LLC,Wind,164
FORTMA_BESS1,FORTMA,FORT MASON,Battery,10
FOXTROT_UNIT1,FOXTROT,FOXTROT WIND,Wind,130
FOXTROT_UNIT2,FOXTROT,FOXTROT WIND,Wind,84
FOXTROT_UNIT3,FOXTROT,FOXTROT WIND,Wind,54
FPPYD1_FPP_G1,FPPYD1,FAYETTE PLANT 1 AND 2,Thermal,615
FPPYD1_FPP_G2,FPPYD1,FAYETTE PLANT 1 AND 2,Thermal,615
FPPYD2_FPP_G3,FPPYD2,FAYETTE PLANT 3,Thermal,460
FREC_GT1,FREC,FREESTONE ENERGY CENTER,Thermal,179
FREC_GT2,FREC,FREESTONE ENERGY CENTER,Thermal,179
FREC_GT4,FREC,FREESTONE ENERGY CENTER,Thermal,179
FREC_GT5,FREC,FREESTONE ENERGY CENTER,Thermal,179
FREC_ST3,FREC,FREESTONE ENERGY CENTER,Thermal,191
FREC_ST6,FREC,FREESTONE ENERGY CENTER,Thermal,191
FRMRSVLW_BES2,FRMRSVLW,FARMERSVILLE WEST TNP,Battery,10
FRMRSVLW_BESS,FRMRSVLW,FARMERSVILLE WEST TNP,Battery,10
FRNYPP_GT11,FRNYPP,FORNEY,Thermal,197
FRNYPP_GT12,FRNYPP,FORNEY,Thermal,197
FRNYPP_GT13,FRNYPP,FORNEY,Thermal,197
FRNYPP_GT21,FRNYPP,FORNEY,Thermal,197
FRNYPP_GT22,FRNYPP,FORNEY,Thermal,197
FRNYPP_GT23,FRNYPP,FORNEY,Thermal,197
FRNYPP_ST10,FRNYPP,FORNEY,Thermal,422
FRNYPP_ST20,FRNYPP,FORNEY,Thermal,422
FRONT_EC_CT1,FRONT_EC,FRONTERA ENERGY CENTER,Thermal,177
FRONT_EC_CT2,FRONT_EC,FRONTERA ENERGY CENTER,Thermal,177
FRONT_EC_ST,FRONT_EC,FRONTERA ENERGY CENTER,Thermal,185
FRYE_SLR_UNIT1,FRYE_SLR,FRYE SOLAR,Solar,251
FRYE_SLR_UNIT2,FRYE_SLR,FRYE SOLAR,Solar,251
FTDUNCAN_BESS_GEN,FTDUNCAN,FORT DUNCAN BESS,Battery,102
FTR_FTR_G1,FTR,FRONTIER,Thermal,185
FTR_FTR_G2,FTR,FRONTIER,Thermal,185
FTR_FTR_G3,FTR,FRONTIER,Thermal,185
FTR_FTR_G4,FTR,FRONTIER,Thermal,400
FTWIND_UNIT_1,FTWIND,FLAT TOP WIND SUBSTATION,Wind,200
FWLR_SLR_UNIT1,FWLR_SLR,FOWLER RANCH SOLAR,Solar,153
GALLOWAY_SOLAR1,GALLOWAY,GALLOWAY SOLAR FARM,Solar,251
GALLOWAY_SOLAR2,GALLOWAY,GALLOWAY SOLAR FARM,Solar,111
GAMBIT_BESS1,GAMBIT,GAMBIT BESS,Battery,102
GARCENO_BESS,GARCENO,GARCENO,Battery,10
GBY_GBYGT73,GBY,GREENS BAYOU,Thermal,72
GBY_GBYGT74,GBY,GREENS BAYOU,Thermal,72
GBY_GBYGT81,GBY,GREENS BAYOU,Thermal,72
GBY_GBYGT82,GBY,GREENS BAYOU,Thermal,72
GBY_GBYGT83,GBY,GREENS BAYOU,Thermal,72
GBY_GBYGT84,GBY,GREENS BAYOU,Thermal,72
GEORSO_ESS_1,GEORSO,GEORGETOWN SOUTH,Battery,10
GIDEON_GIDEONG1,GIDEON,SIM GIDEON,Thermal,136
GIDEON_GIDEONG2,GIDEON,SIM GIDEON,Thermal,136
GIDEON_GIDEONG3,GIDEON,SIM GIDEON,Thermal,351
GIGA_ESS_BESS_1,GIGA_ESS,GIGA TEXAS ENERGY STORAGE,Battery,125
GKS_BESS_BESS1,GKS_BESS,KISKADEE STORAGE,Battery,102
GOAT_GOATWIN2,GOAT,GOAT WIND,Wind,70
GOAT_GOATWIND,GOAT,GOAT WIND,Wind,80
GOLINDA_UNIT1,GOLINDA,GOLINDA SOLAR,Solar,101
GOMZ_BESS,GOMZ,GOMEZ TNP,Battery,10
GOODNIT1_UNIT1,GOODNIT1,GOODNIGHT WIND,Wind,121
GOODNIT1_UNIT2,GOODNIT1,GOODNIGHT WIND,Wind,137
GOODWIN_BESS1,GOODWIN,GOODWIN,Battery,10
GOPHER_UNIT1,GOPHER,GOPHER CREEK WIND FARM,Wind,82
GOPHER_UNIT2,GOPHER,GOPHER CREEK WIND FARM,Wind,76
GPASTURE_WIND_I,GPASTURE,GREEN PASTURES WIND,Wind,150
GRAN_SLR_UNIT1,GRAN_SLR,GRANSOLAR TEXAS ONE,Solar,50
GRANDVW1_COLA,GRANDVW1,GRANDVIEW WIND FARM,Wind,100
GRANDVW1_COLB,GRANDVW1,GRANDVIEW WIND FARM,Wind,100
GRANDVW1_GV1A,GRANDVW1,GRANDVIEW WIND FARM,Wind,107
GRANDVW1_GV1B,GRANDVW1,GRANDVIEW WIND FARM,Wind,104
GRDNE_BESS,GRDNE,GARDEN CITY EAST,Battery,10
GREASWOD_UNIT1,GREASWOD,GREASEWOOD SOLAR,Solar,126
GREASWOD_UNIT2,GREASWOD,GREASEWOOD SOLAR,Solar,132
GREGORY_BESS1,GREGORY,GREGORY,Battery,10
GRIF_TRL_UNIT1,GRIF_TRL,GRIFFIN TRAIL WIND,Wind,99
GRIF_TRL_UNIT2,GRIF_TRL,GRIFFIN TRAIL WIND,Wind,127
GRIM_SLR_UNIT1,GRIM_SLR,GRIMES COUNTY SOLAR,Solar,104
GRIM_SLR_UNIT2,GRIM_SLR,GRIMES COUNTY SOLAR,Solar,80
GRIM_SLR_UNIT3,GRIM_SLR,GRIMES COUNTY SOLAR,Solar,27
GRIZZLY_BESS1,GRIZZLY,GRIZZLY RIDGE,Battery,10
GRIZZLY_SOLAR1,GRIZZLY,GRIZZLY RIDGE,Solar,102
GRSES_UNIT1,GRSES,GRAHAM SES,Thermal,225
GRSES_UNIT2,GRSES,GRAHAM SES,Thermal,387
GRYH_SLR_SOLAR5,GRYH_SLR,GREYHOUND SOLAR,Solar,28
GRYH_SLR_SOLAR6,GRYH_SLR,GREYHOUND SOLAR,Solar,28
GRYH_SLR_SOLAR7,GRYH_SLR,GREYHOUND SOLAR,Solar,95
GRYH_SLR_SOLAR8,GRYH_SLR,GREYHOUND SOLAR,Solar,102
GUADG_GAS1,GUADG,GUADALUPE GEN,Thermal,181
GUADG_GAS2,GUADG,GUADALUPE GEN,Thermal,181
GUADG_GAS3,GUADG,GUADALUPE GEN,Thermal,181
GUADG_GAS4,GUADG,GUADALUPE GEN,Thermal,181
GUADG_STM5,GUADG,GUADALUPE GEN,Thermal,204
GUADG_STM6,GUADG,GUADALUPE GEN,Thermal,204
GUNMTN_G1,GUNMTN,GUNMTN,Wind,120
GWEC_GWEC_G1,GWEC,GOLDWAITHE ENERGY CENTER,Wind,149
GZ_BESS1,GZ,GEARS,Battery,10
H_HOLLOW_WND1,H_HOLLOW,HORSE HOLLOW 1,Wind,230
HALO_SLR_UNIT1,HALO_SLR,HALO SOLAR,Solar,251
HAMILTON_BESS,HAMILTON,HAMILTON ROAD,Battery,10
HARALD_UNIT1,HARALD,HARALD,Wind,162
HART_WND_UNIT1,HART_WND,HART WIND,Wind,163
HAYSEN_HAYSENG1,HAYSEN,HAYS ENERGY,Thermal,242
HAYSEN_HAYSENG2,HAYSEN,HAYS ENERGY,Thermal,242
HAYSEN_HAYSENG3,HAYSEN,HAYS ENERGY,Thermal,252
HAYSEN_HAYSENG4,HAYSEN,HAYS ENERGY,Thermal,252
HDNLAKES_BES1,HDNLAKES,HIDDEN LAKES TNP,Battery,10
HEADCAMP_BESS1,HEADCAMP,HEADCAMP ENERGY STORAGE,Battery,153
HEARN_RD_BESS1,HEARN_RD,HEARN ROAD,Battery,10
HEIGHTTN_UNIT1,HEIGHTTN,HEIGHTS TNP,Battery,10
HELIOS_UNIT1,HELIOS,DOWNIE RANCH SOLAR,Solar,100
HEN_BESS1,HEN,CROWNED HERON BESS,Battery,154
HHOLLOW2_WIND1,HHOLLOW2,HORSE HOLLOW 2,Wind,184
HHOLLOW3_WND_1,HHOLLOW3,HORSE HOLLOW 3,Wind,241
HHOLLOW4_WND1,HHOLLOW4,HORSE HOLLOW 4,Wind,115
HI_LONE_WGR1A,HI_LONE,HIGH LONESOME,Wind,46
HI_LONE_WGR1B,HI_LONE,HIGH LONESOME,Wind,52
HI_LONE_WGR1C,HI_LONE,HIGH LONESOME,Wind,25
HI_LONE_WGR2,HI_LONE,HIGH LONESOME,Wind,122
HI_LONE_WGR2A,HI_LONE,HIGH LONESOME,Wind,25
HI_LONE_WGR3,HI_LONE,HIGH LONESOME,Wind,128
HI_LONE_WGR4,HI_LONE,HIGH LONESOME,Wind,102
HI_LONEB_BESS1,HI_LONEB,HIGH LONESOME BESS,Battery,51
HICKMAN_G1,HICKMAN,HICKMAN SUBSTATION,Wind,153
HICKMAN_G2,HICKMAN,HICKMAN SUBSTATION,Wind,148
HKSN_SLR_UNIT1,HKSN_SLR,HICKERSON SOLAR,Solar,150
HKSN_SLR_UNIT2,HKSN_SLR,HICKERSON SOLAR,Solar,4
HKSN_SLR_UNIT3,HKSN_SLR,HICKERSON SOLAR,Solar,158
HLSES_UNIT3,HLSES,HANDLEY SES,Thermal,395
HLSES_UNIT4,HLSES,HANDLEY SES,Thermal,435
HLSES_UNIT5,HLSES,HANDLEY SES,Thermal,435
HLY_BESS1,HLY,HOLY ESS,Battery,105
HLY_BESS2,HLY,HOLY ESS,Battery,105
HMNG_ESS_BESS1,HMNG_ESS,HUMMINGBIRD STORAGE,Battery,100
HOL_UNIT1,HOL,HOLLYWOOD SOLAR,Solar,176
HOL_UNIT2,HOL,HOLLYWOOD SOLAR,Solar,179
HOLCOMB_BESS,HOLCOMB,HOLCOMB,Battery,10
HOLSTEIN_SOLAR1,HOLSTEIN,HOLSTEIN SOLAR FARM,Solar,102
HOLSTEIN_SOLAR2,HOLSTEIN,HOLSTEIN SOLAR FARM,Solar,102
HOPKNSLR_UNIT1,HOPKNSLR,HOPKINS SOLAR,Solar,175
HOPKNSLR_UNIT2,HOPKNSLR,HOPKINS SOLAR,Solar,76
HORSECRK_UNIT1,HORSECRK,HORSE CREEK WIND,Wind,135
HORSECRK_UNIT2,HORSECRK,HORSE CREEK WIND,Wind,102
HOUSEMTN_BESS1,HOUSEMTN,HOUSE MOUNTAIN,Battery,62
HOVEY_UNIT1,HOVEY,HOVEY,Solar,22
HOVEY_UNIT2,HOVEY,HOVEY,Solar,7
HRBESS_BESS,HRBESS,HOEFSROAD BESS,Battery,2
HRFDWIND_JRDWIND1,HRFDWIND,HEREFORD WIND,Wind,146
HRFDWIND_JRDWIND2,HRFDWIND,HEREFORD WIND,Wind,154
HRFDWIND_WIND_G,HRFDWIND,HEREFORD WIND,Wind,100
HRFDWIND_WIND_V,HRFDWIND,HEREFORD WIND,Wind,100
HRNT_SLR_UNIT1,HRNT_SLR,HORNET SOLAR,Solar,201
HRNT_SLR_UNIT2,HRNT_SLR,HORNET SOLAR,Solar,201
HRNT_SLR_UNIT3,HRNT_SLR,HORNET SOLAR,Solar,201
HRZN_SLR_UNIT1,HRZN_SLR,HORIZON SOLAR,Solar,204
HV_BESS1,HV,HIDDEN VALLEY,Battery,10
HWF_HWFG1,HWF,HACKBERRY WIND FARM,Wind,166
HWY6_BES1,HWY6,HIGHWAY 6,Battery,10
HYDR_ESS_BES1,HYDR_ESS,HYDRA BESS,Battery,201
IMPACT_UNIT1,IMPACT,IMPACT SOLAR,Solar,199
INDL_ESS,INDL,INADALE,Battery,10
INDL_INADALE1,INDL,INADALE,Wind,95
INDL_INADALE2,INDL,INADALE,Wind,102
INDNNWP_INDNNWP2,INDNNWP,INDIAN MESA NWP,Wind,92
INKSDA_INKS_G1,INKSDA,INKS DAM,Hydro,15
INRT_W_BESS_1,INRT_W,INERTIA WIND,Battery,13
INRT_W_UNIT1,INRT_W,INERTIA WIND,Wind,68
INRT_W_UNIT2,INRT_W,INERTIA WIND,Wind,28
INRT_W_UNIT3,INRT_W,INERTIA WIND,Wind,206
JACKCNTY_CT1,JACKCNTY,JACK COUNTY,Thermal,199
JACKCNTY_CT2,JACKCNTY,JACK COUNTY,Thermal,199
JACKCNTY_STG,JACKCNTY,JACK COUNTY,Thermal,321
JAD_UNIT1,JAD,REMY JADE POWER STATION,Thermal,61
JAD_UNIT2,JAD,REMY JADE POWER STATION,Thermal,61
JAD_UNIT3,JAD,REMY JADE POWER STATION,Thermal,61
JAD_UNIT4,JAD,REMY JADE POWER STATION,Thermal,61
JAD_UNIT5,JAD,REMY JADE POWER STATION,Thermal,61
JAD_UNIT6,JAD,REMY JADE POWER STATION,Thermal,61
JAD_UNIT7,JAD,REMY JADE POWER STATION,Thermal,61
JAD_UNIT8,JAD,REMY JADE POWER STATION,Thermal,61
JADE_SLR_BESS1,JADE_SLR,JADE SOLAR,Battery,79
JADE_SLR_BESS2,JADE_SLR,JADE SOLAR,Battery,82
JADE_SLR_UNIT1,JADE_SLR,JADE SOLAR,Solar,159
JADE_SLR_UNIT2,JADE_SLR,JADE SOLAR,Solar,162
JAG_SLR_BESS1,JAG_SLR,JAGUARSO,Battery,157
JAG_SLR_BESS2,JAG_SLR,JAGUARSO,Battery,157
JAR_BES1,JAR,JARVIS BESS,Battery,149
JAR_BES2,JAR,JARVIS BESS,Battery,158
JAY_UNIT1,JAY,FIGHTING JAYS SOLAR,Solar,120
JAY_UNIT2,JAY,FIGHTING JAYS SOLAR,Solar,160
JCKCNTY2_CT3,JCKCNTY2,JACK COUNTY 2 PLANT,Thermal,199
JCKCNTY2_CT4,JCKCNTY2,JACK COUNTY 2 PLANT,Thermal,199
JCKCNTY2_ST2,JCKCNTY2,JACK COUNTY 2 PLANT,Thermal,321
JDKNS_BESS,JDKNS,JUDKINS,Battery,10
JOHNCI_UNIT_1,JOHNCI,JOHNSON CITY,Battery,2
JUNCTION_BESS,JUNCTION,JUNCTION,Battery,10
JUNG_SLR_UNIT1,JUNG_SLR,JUNGMANN SOLAR,Solar,40
JUNO_UNIT1,JUNO,JUNO SOLAR,Solar,162
JUNO_UNIT2,JUNO,JUNO SOLAR,Solar,144
JUNORTH_BES1,JUNORTH,JUNCTION NORTH,Battery,10
K0_UNIT1,K0,RANCHTWN,Battery,10
K2_DGR1,K2,NACDCHES,Thermal,29
K2_DGR2,K2,NACDCHES,Thermal,29
KARAKAW1_UNIT1,KARAKAW1,KARANKAWA1 WIND FARM,Wind,103
KARAKAW1_UNIT2,KARAKAW1,KARANKAWA1 WIND FARM,Wind,103
KARAKAW2_UNIT3,KARAKAW2,KARANKAWA2 WIND FARM,Wind,100
KEECHI_U1,KEECHI,KEECHI WIND,Wind,110
KELAM_SL_UNIT1,KELAM_SL,KELLAM SOLAR,Solar,60
KEO_SHRBINO2,KEO,SHERBINO II WIND FARM,Wind,132
KMCHI_1CT101,KMCHI,KIAMICHI ENERGY FACILITY,Thermal,185
KMCHI_1CT201,KMCHI,KIAMICHI ENERGY FACILITY,Thermal,185
KMCHI_1ST,KMCHI,KIAMICHI ENERGY FACILITY,Thermal,318
KMCHI_2CT101,KMCHI,KIAMICHI ENERGY FACILITY,Thermal,185
KMCHI_2CT201,KMCHI,KIAMICHI ENERGY FACILITY,Thermal,185
KMCHI_2ST,KMCHI,KIAMICHI ENERGY FACILITY,Thermal,318
L_463S_UNIT1,L_463S,LOOP 463 SUB,Battery,10
L_FRESNO_BESS,L_FRESNO,LOS FRESNOS,Battery,10
LACASAWD_UNIT1,LACASAWD,LA CASA WIND,Wind,12
LACASAWD_UNIT2,LACASAWD,LA CASA WIND,Wind,133
LACASAWD_UNIT3,LACASAWD,LA CASA WIND,Wind,3
LACY_CRK_UNIT1,LACY_CRK,LACY CREEK WIND,Wind,135
LACY_CRK_UNIT2,LACY_CRK,LACY CREEK WIND,Wind,15
LACY_CRK_UNIT3,LACY_CRK,LACY CREEK WIND,Wind,138
LACY_CRK_UNIT4,LACY_CRK,LACY CREEK WIND,Wind,13
LANTANA_BESS1,LANTANA,LANTANA,Battery,10
LAPETUS_UNIT_1,LAPETUS,LAPETUS SOLAR,Solar,101
LARDVFTN_G4,LARDVFTN,LAREDO ENERGY CENTER,Thermal,99
LARDVFTN_G5,LARDVFTN,LAREDO ENERGY CENTER,Thermal,99
LASSO_UNIT1,LASSO,LASSO,Solar,50
LAURELES_BESS,LAURELES,LAURELES,Battery,10
LBRA_ESS_BES1,LBRA_ESS,LIBRA BESS,Battery,201
LEG_LEG_G1,LEG,LIMESTONE PLANT,Thermal,893
LEG_LEG_G2,LEG,LIMESTONE PLANT,Thermal,957
LEON_CRK_LCPCT1,LEON_CRK,LEON CREEK,Thermal,48
LEON_CRK_LCPCT2,LEON_CRK,LEON CREEK,Thermal,48
LEON_CRK_LCPCT3,LEON_CRK,LEON CREEK,Thermal,48
LEON_CRK_LCPCT4,LEON_CRK,LEON CREEK,Thermal,48
LFSTH_BESS,LFSTH,LUFKIN SOUTH,Battery,10
LGD_LANGFORD,LGD,LANGFORD WIND POWER LLC,Wind,160
LGDRAW_S_UNIT1_1,LGDRAW_S,LONG DRAW SOLAR,Solar,99
LGDRAW_S_UNIT1_2,LGDRAW_S,LONG DRAW SOLAR,Solar,128
LGE_LGE_GT1,LGE,LGE,Thermal,185
LGE_LGE_GT2,LGE,LGE,Thermal,185
LGE_LGE_STG,LGE,LGE,Thermal,100
LGW_UNIT1,LGW,LOGANS GAP WIND LLC,Wind,106
LGW_UNIT2,LGW,LOGANS GAP WIND LLC,Wind,104
LHORN_N_UNIT1,LHORN_N,LONGHORN WIND PROJECT,Wind,100
LHORN_N_UNIT2,LHORN_N,LONGHORN WIND PROJECT,Wind,100
LHSES_UNIT1,LHSES,LAKE HUBBARD SES,Thermal,397
LHSES_UNIT2A,LHSES,LAKE HUBBARD SES,Thermal,531
LIG_UNIT1,LIG,LIG,Thermal,61
LIG_UNIT2,LIG,LIG,Thermal,61
LIGSW_BESS1,LIGSW,LIGGETT SWITCH,Battery,10
LILY_BESS1,LILY,LILY SOLAR AND STORAGE,Battery,52
LILY_SOLAR1,LILY,LILY SOLAR AND STORAGE,Solar,148
